Sentence,Sentiment
"Our Transformational Prevention Unit complements our partnership driven approach, looking to develop scalable, science-based solutions that can predict and pre-empt obesity and its consequences.",neutral
"The same scientific rigour is being applied across our R&D activities, which are driving transformative change across multiple therapy areas.",neutral
"Rooted in our deep understanding of proteins and peptides and fuelled by research partnerships, AI-driven drug discovery and the acquisition of new technology platforms, we are striving to accelerate the discovery of new targets and optimise our clinical trials to the benefit of people living with serious chronic diseases.",positive
Innovation remains our core contribution to society and the driving force behind our continued growth.,positive
"The past year has seen us add to the growing body of clinical evidence supporting the broad cardiometabolic and societal benefits of semaglutide Ð the molecule at the heart of our flagship GLP-1-based medicines Ozempic¨, Wegovy¨ and Rybelsus¨ Ð and we are confident that our pipeline has the potential to add even more value.",neutral
"In obesity, we completed the first phase 3 trial of CagriSema, currently in development for the treatment of obesity or overweight and type 2 diabetes.",neutral
"After 68 weeks, if all people adhered to treatment, CagriSema demonstrated a statistically significant weight loss of 22.7% vs 2.3% with placebo alone.",negative
This is among the highest weight reductions yet seen in a phase 3a programme for a GLP-1 combination therapy.,positive
We intend to further explore the weight loss potential of CagriSema in an additional study.,negative
"Earlier in our obesity pipeline, topline results from a phase 1b/2a trial of subcutaneous amycretin have demonstrated the weight lowering potential of the unimolecular GLP-1 and amylin receptor agonist, supporting previous data seen with the oral formulation.",neutral
"When evaluating the effects of treatment if all people adhered to treatment, those receiving a 20 mg dose of amycretin experienced an estimated average weight loss of 22.0% over 36 weeks compared to 2% weight gain with placebo.",positive
"In diabetes, the first launches of Awiqli¨ Ð the worldÕs first once-weekly basal insulin Ð exemplify our enduring commitment to innovation in this space more than 100 years after we first started producing insulin.",neutral
"Moreover, our dedication to addressing unmet needs within rare disease is exemplified by the pending regulatory submission of Mim8 for the treatment of haemophilia A.",neutral
"The growth of our business has inevitably led to an increase in our environmental footprint, and we are stepping up efforts to mitigate this impact.",positive
"We have introduced comprehensive, updated roadmaps targeting reductions in our emissions, plastic footprint and impact on nature and biodiversity.",neutral
"Achieving these ambitions will be no small feat given the increasing global demand for our medicines, but we are rising to the challenge.",neutral
"Our roadmaps include measures to decouple our environmental impact from our continued growth by incorporating the use of low-carbon materials across our value chain, supporting our suppliers through a transition to renewable energy and facilitating a switch from disposable to reusable injection devices for our medicines wherever possible.",positive
"Our operating environment is also becoming more complex, shaped by geopolitical tensions, global conflicts and technological advancements.",neutral
"Our unique ownership structure, underpinned by the Novo Nordisk Foundation as controlling shareholder, provides us with the stability we need to navigate these uncertainties.",neutral
This model supports our sustainable growth by allowing us to take a long-term view on our investments and strategies; crucial in a volatile world where short-term market pressures can often lead to reactive decision-making.,positive
We are similarly mindful of the importance of sustainably scaling our organisation.,neutral
"We are now 77,349 colleagues worldwide Ð an increase of 20% compared to 2023 that reflects our commitment to scaling up in the face of growing demand.",positive
Our focus is on ensuring new hires receive the support and resources they need to fully integrate into our global workforce and connect with the Novo Nordisk Way Ð the core guiding principles that underpin everything we do.,neutral
"This approach also safeguards our focus on diversity and inclusion, fostering an environment where every employee feels valued and included.",neutral
"As we look forward to 2025 and beyond, we are optimistic about the opportunities that lie ahead as we strive to serve millions more people with serious chronic diseases.",neutral
"However, we are also mindful of the challenges inherent to our growth and the need to balance short-term costs with long-term societal value.",positive
Our purpose remains clear: driving change to defeat serious chronic diseases.,neutral
"By staying true to our purpose and values, we are confident in our ability to navigate the complexities of the ever-evolving global healthcare landscape and to continue making a meaningful difference in the lives of millions of people worldwide.",neutral
"We would like to extend our gratitude to all Novo Nordisk colleagues worldwide for their hard work and dedication at a time of unprecedented demand for our life-changing medicines, and to our shareholders for their continued support of our company.",neutral
2023 was one of the most challenging years the toy industry has seen in at least 15 years.,negative
"Despite this, the LEGO Group continued to grow.",neutral
We significantly outpaced the market and grew market share.,neutral
"We finished the year strongly, and our brand is more relevant than ever.",neutral
We are pleased with the continued top line growth following three consecutive years of double-digit growth.,positive
"We also maintained a solid bottom line, while continuing to spend significantly on strategic initiatives to support long-term growth.",positive
Momentum was driven by our large and diverse portfolio which is designed to appeal to people of all ages and interests.,positive
Around half of the portfolio was new and demonstrated the endless possibilities of the LEGO¨ System in Play.,neutral
"We launched a new homegrown theme LEGO¨ DREAMZzzª, and LEGO¨ Fortnite¨, the first release in our long-term partnership with Epic Games.",neutral
We continued our efforts to delight shoppers through memorable experiences both online and in-store.,neutral
"We finished 2023 with over 1,000 LEGO branded stores, more than double the number we had five years ago.",neutral
We also continued to work with our retail partners to delight people when and where they wish to shop.,neutral
"Our strong financial foundations allow us to invest for the future, including expanding global manufacturing capacity, digitally enabling our business and becoming more sustainable.",positive
"Notably, we broke ground on our new factory in the U.S., began construction of the new facility in Vietnam while expanding and upgrading our existing factories and sites.",neutral
"We further built our digital capabilities to improve consumers, shoppers, and partnersÕ brand experiences.",neutral
2023 was a significant year in reaching our sustainability ambition.,neutral
"We increased spending on environmental initiatives by 60 percent, pledged to achieve net-zero emissions by 2050 and increased our use of more sustainable materials in LEGO bricks and packaging.",neutral
We continue to learn and are encouraged by our progress.,neutral
We are also proud of the work done around the world through our social responsibility programmes to bring learning through play to millions of children in need.,neutral
None of our achievements would be possible without the dedication of all our colleagues around the world.,neutral
I want to thank them for their endless creativity and innovative ideas that inspire and develop the builders of tomorrow.,neutral
"In 2021, Nilfisk returned to growth.",positive
"This growth was broad-based, across regions and business segments.",positive
"Organic revenue increased by 20.7%, delivering total revenue of 995 mEUR, and an EBITDA increase of 44% generated 144 mEUR.",positive
"This led to an EBITDA margin before special items of 14.5%, a record level since the IPO in 2017.",positive
The year 2021 marked a fundamental recovery in our markets following the downturn in 2020.,neutral
"Beyond this market recovery, our initiatives to gain market share in the US and to grow with large strategic accounts yielded above market growth for Nilfisk.",positive
We are pleased to see the company achieved 2021 sales above the 2019 level.,positive
"Driven by rising labor costs and a worsening labor shortage, the global market for professional cleaning equipment is a growth industry.",positive
The COVID pandemic has further enhanced the value of clean and accelerated the industryÕs growth momentum.,positive
New technologies and service offerings allow for higher customer value creation.,neutral
"As a global market leader in the professional cleaning equipment industry, Nilfisk is well positioned to benefit from these macro trends.",positive
We see a fundamental opportunity for long-term sustainable growth and value creation.,positive
"In May 2021, the Nilfisk Board of Directors announced an important change in the companyÕs leadership with the arrival of Torsten Trling as CEO and Reinhard Mayer as CFO.",neutral
Both leaders have substantial prior experience in successfully executing performance improvement programs.,neutral
This new Nilfisk leadership team is committed to improving underlying performance and generating the organic growth needed to become the recognized leader in the professional cleaning equipment industry.,positive
"During the second half of 2021, the Nilfisk Leadership Team conducted a rigorous strategy review to decide on future strategic priorities.",positive
"The process helped to identify untapped profitable growth opportunities, but also to reflect upon past execution shortcomings.",positive
The conclusions of the strategy review have been captured in a solid five-year business plan focused on enabling long-term sustainable growth as well as detailing the roadmap for successful implementation.,positive
"At the same time, Nilfisk believes it is our fundamental responsibility to lead the way on environmental, social, and governance related matters (ESG).",neutral
We have enhanced our commitment to ambitious carbon emission reductions by 2030.,neutral
"In addition, we have committed to wider sustainability targets on important social parameters.",neutral
"In this Annual Report, we are pleased to share an outline of our enhanced sustainability targets as well as the key value creation levers and the related mid-term financial targets of the new five-year business plan.",neutral
The Board has made clear that strengthening the companyÕs capability to execute its plans is fundamental and key to success.,neutral
We know this wonÕt happen overnight.,neutral
"We are, however, confident that based on the solid implementation plans substantiating the companyÕs growth targets and with the introduction of a meticulous execution focus, Nilfisk can build on its strong 2021 performance and achieve substantial long-term value creation.",positive
I would like to thank our shareholders for their continued support.,neutral
Your feedback was instrumental in setting the right ambitions for NilfiskÕs future.,neutral
"I would like to thank our customers for their continued loyalty, and I would like to thank our employees at Nilfisk for sustaining a high level of performance and flexibility throughout 2021, which displayed the dedication to serving our customers despite the challenges of these times.",neutral
On behalf of the Board of Directors.,neutral
"Nilfisk demonstrated a remarkable recovery in 2021, the result of a dedicated performance by our Nilfisk team members at every level.",neutral
"They remained dedicated to serving our customers and to finding solutions at a time of supply chain constraints, and through the ups and downs of the COVID pandemic.",neutral
NilfiskÕs organic revenue growth of 20.7% outpaced the growth in the general market.,positive
"It represents an actual gain in market share, most significantly in the Americas region, where our revenue grew organically by 23.8%.",positive
The year 2021 also saw Nilfisk display its technological skills.,neutral
"With our first large-scale rollout of a fleet of autonomous cleaning machines to a leading European retailer, we went beyond proof of concept and demonstrated that we mastered the technology and its software-related services.",neutral
Overall sales growth in 2021 was constrained by the global supply chain challenges affecting many companies.,positive
Our reaction to these supply chain challenges was twofold.,neutral
"First, we increased production volume by ramping up internal capacity, broadening our supplier network, and expanding our inventory of material and components.",neutral
"Second, we announced an extraordinary mid-year price increase to mitigate the margin impact of the jump in material and freight costs.",positive
"Order intake in the year far surpassed sales growth, so we ended 2021 with a record order backlog.",positive
Ensuring our ability to deliver continued growth and profitability by mitigating supply chain constraints and their margin implications remains our top short-term priority moving into 2022.,positive
The COVID pandemic created increased awareness of the value of clean among our customers.,neutral
"Clean has become even more business critical, since it provides the foundation for a hygienic and safe environment.",neutral
This comes on top of the fundamental growth drivers of the global professional cleaning equipment industry.,positive
"Despite the strong recovery in 2021, Nilfisk has fallen short of its growth ambitions in the past.",positive
"Therefore, we spent a significant amount of time in 2021 reviewing our strategic priorities as well as the prerequisites for successful execution.",positive
We identified underutilized growth opportunities as well as how to overcome prior execution shortcomings.,positive
"Our service business, as an example, lacked the investment necessary to compete at the level of benchmarks from other industries, while our market share, in the very large-scale and growing US market, remains underrepresented.",neutral
Here we did not fully leverage our substantial local manufacturing presence and our sizable R&D competence center located in the US.,neutral
"On that basis, we have formulated a five-year business plan focused on enabling long-term sustainable growth.",positive
We are building a powerful execution engine that will translate strategic priorities into impactful implementation with clear metrics to track and commitments to ambitious sustainability targets.,positive
Over time this will create a strong execution culture and build new ways of working.,positive
"Our broad-based strategy review process, our commitment to investing in well-defined strategic priorities, and our launch of new ways of working has brought a lot of energizing teamwork and has created a feeling of commitment and confidence across the entire organization.",positive
Sustaining this culture of teamwork and cultivating a growth mindset will be key to success in 2022 and beyond.,positive
The devastating impact of COVID-19 on societies and economies in 2020 intensified existing challenges such as inequality and poverty.,neutral
"However, in times of crisis, businesses play a critical role in mobilising resources and providing solutions.",negative
"Novo Nordisk has worked hard to respond to the challenges, helping people with serious chronic diseases while also supporting society on a broader scale.",neutral
Novo NordiskÕs highest priority in 2020 was to ensure the safety of our employees and the uninterrupted supply of our life-saving medicines for patients.,positive
"We achieved this, while also supporting society's response to the pandemic, most notably in Denmark, where our headquarter presence meant we were able to assist the government in the rapid scale-up of coronavirus testing.",positive
"At the same time, our scientists continued to make significant progress in discovering new therapies of the future, while our global commercial organisation embraced an increasingly digital new reality.",neutral
The world has been through one of the most difficult years in recent human history.,neutral
"Despite the pandemic and the turbulent business environment, Novo Nordisk took important steps towards delivering on our purpose of driving change to defeat diabetes and other serious chronic diseases Ð a goal we are confident will translate into sustainable and profitable growth.",positive
This does not mean that the road ahead is going to be easy.,neutral
"The pandemic has exacted an immense economic, as well as human, cost on societies and it is inevitable that public finances will remain fragile for many years.",neutral
"Those fiscal constraints will put pressure on businesses that work closely with governments, including the pharmaceutical industry, and we will have to find new ways to ensure that our products are accessible to all those who need them.",neutral
"Beyond COVID-19, two consistent priorities were high on the BoardÕs agenda in 2020, namely scientific innovation and sustainability Ð both of which are vital to ensure the future of the company.",neutral
"It is therefore satisfying to see a healthy product pipeline, including the pioneering science that we consider to be the biggest contribution we can make to society.",neutral
Our research is now more broadly focused as we look to deliver treatments within therapy areas adjacent to our core competencies.,neutral
"Specifically, this means looking beyond semaglutide, the GLP-1 molecule found in our new oral diabetes treatment Rybelsus¨ and the once-weekly injectable Ozempic¨.",neutral
"We are exploring novel ways to treat a range of conditions beyond diabetes, including cardiovascular disease Ð the worldÕs leading cause of death1 Ð obesity and most recently also as a potential treatment for AlzheimerÕs disease.",neutral
"In tandem with this push into new areas, we are also establishing more external alliances and partnerships to complement our in-house expertise.",neutral
"It is increasingly clear that society expects more from businesses as the world grapples with climate change and environmental degradation, as well as the need for greater equity in healthcare.",neutral
"Indeed, the pandemic has turbocharged many of these issues, with an effective alliance emerging between young people and investors that is prompting companies to pay far more attention to sustainability.",neutral
"At Novo Nordisk, we have been focused on sustainability for many years Ð but we are determined to continue to raise our game.",neutral
"In the past year we launched a new social responsibility strategy, Defeat Diabetes, and initiated programmes within renewable power and recycling as part of our Circular for Zero environmental strategy.",neutral
"Above all, 2020 underscored the need for strong corporate values and a shared sense of purpose.",positive
"We are fortunate that both are well-established across our organisation, empowering our employees to keep delivering for both patients and investors, despite the unprecedented disruptions caused by COVID-19.",neutral
On behalf of the Board of Directors I would like to offer my thanks to all Novo NordiskÕs employees for their hard work and commitment during the exceptional challenges of 2020; to Lars Fruergaard J¿rgensen and his team for leading the company through a turbulent year in such a thoughtful and positive manner; and to our shareholders for their continued support.,positive
The COVID-19 pandemic has taken a terrible toll around the world Ð but the pain has not been shared equally.,neutral
"People with underlying conditions have been hit disproportionately hard by the virus, a fact that makes Novo NordiskÕs purpose of driving change to defeat diabetes and other serious chronic diseases more meaningful than ever.",neutral
"Today, one in 11 people in the world has diabetes and if action is not taken to bend the curve, that figure is projected to rise to one in nine by 20451.",neutral
"The risk posed by COVID-19 to people living with diabetes and obesity is a clear wake-up call: we must continue to do more to tackle these diseases or risk vast future damage to millions of lives, as well as to broader societies and economies.",negative
We measure our contribution to the fight against diabetes and other serious chronic diseases in our Strategic Aspirations for 2025.,positive
"Appropriately, after a year as unparalleled as 2020, and as the world acknowledges the hundredth anniversary of the discovery of insulin, the first of these is 'Purpose and sustainability'.",neutral
Over the past year we have stepped up our commitment to our purpose by launching a new Defeat Diabetes social responsibility strategy.,neutral
"This sets out our ambition to accelerate the prevention of type 2 diabetes, provide access to affordable care for vulnerable patients in every country and innovate to improve lives.",neutral
"Beyond defeating serious chronic diseases, we also aspire to have zero environmental impact.",neutral
"In 2020, we took an important step by achieving our target of using 100% renewable power across global production Ð a key milestone on the road to our target of zero CO2 emissions from all operations and transport by 2030.",neutral
"We now also ask that by the end of the decade, our direct suppliers use only renewable power when supplying us.",neutral
It has been great to see some of our largest suppliers step up and meet this target already.,neutral
"Despite this encouraging progress, we can only fulfil our purpose and be respected for adding value to society if we deliver on our core contribution of scientific innovation.",neutral
"Thanks to a strategy of targeted investment, our scientists are currently pursuing higher levels of innovation across more therapy areas than at any point in the companyÕs history.",neutral
"Consequently, I believe we are now well-positioned for success in the short, medium and long term.",neutral
"Within diabetes, we are further raising the innovation bar with the roll-out of the worldÕs first once-daily GLP-1 tablet, Rybelsus¨, while at the same time working on novel insulins, 100 years after the discovery of the molecule.",neutral
"Our Research & Development (R&D) colleagues are also pursuing greater weight loss in obesity, and in 2020 they demonstrated the potential of semaglutide 2.4 mg in the STEP phase 3 clinical trial programme.",negative
"Crucially, we also broadened our technology platforms and expanded our research into adjacent disease areas in 2020 including cardiovascular disease, non-alcoholic steatohepatitis (NASH) and AlzheimerÕs disease Ð areas of huge unmet medical need and a great burden for patients, families and society alike.",neutral
"Our continued focus on external innovation led to the significant acquisitions of Corvidia Therapeutics and Emisphere Technologies, strengthening our positions in cutting-edge areas of cardiovascular medicine and drug delivery respectively.",neutral
"Commercially, 2020 was a challenging year as lockdowns reduced the time doctors spent with their patients, leading to fewer initiations of new treatments.",negative
"Despite this, we expanded our leadership position in the diabetes market in terms of value, keeping us on track to reach a share of more than one third by 2025.",neutral
"Diabetes sales were driven by sales of GLP-1 products (Victoza¨, Ozempic¨ and Rybelsus¨), which offset mixed market conditions for insulins.",neutral
"We continued to help more people living with obesity, while making progress with our ambition to secure sustained growth within our Biopharm division thanks to strong demand for our growth hormone and new haemophilia products.",positive
I believe that our ability to meet the needs of our millions of patients during the pandemic in 2020 comes as a consequence of our crystal-clear purpose and long-established company values.,neutral
We are far from done and have many more millions of patients for whom treatment is not accessible today.,neutral
"So now is the time to continue to invest in our people and in our organisation, creating an inclusive, diverse and safe working environment in which colleagues have equal opportunities to thrive and fulfil their potential.",neutral
"Looking to the future, I am confident that our clear corporate strategy will make us a valued partner to society as the world continues on the long road to recovery from the pandemic.",neutral
"In closing, I would like to thank my colleagues around the world for their agility and commitment during this most challenging of years.",negative
"Special thanks must go to our partners and collaborators, without whom we could not succeed.",neutral
A sincere thank you goes to our Board of Directors for their continued support and constructive challenging of the organisation.,negative
"Finally, I would like to send a thank you to our shareholders for their continuous support.",neutral
"The lingering pandemic, the war in Ukraine, the energy crisis in Europe and the ensuing economic downturn have impacted our way of life, financial markets and global supply chains.",negative
"These challenges, and those of the last several years, have underscored the fact that A.P.",neutral
"Moller - Maersk fulfils a deep purpose in the world Ñ for society, our customers and our employees.",neutral
"To embed this societal contract in the heart of our business, we articulated and introduced a company purpose in 2022 to inspire and unify our global team.",neutral
"Our Purpose, improving life for all by integrating the world, is the reason we strive to deliver a more connected, agile and sustainable future for global logistics.",neutral
"ItÕs what gets our more than 110,000 colleagues up every morning.",neutral
"Underlying our Purpose are our long-held values, and while our values remain constant, we refreshed and revitalised them in 2022 to ensure their continued relevance in the context of a changing world.",neutral
One of the clearest examples of our values in action was in our response to the tragic war in Ukraine.,neutral
Keeping our colleagues safe has been our first priority in the conflict.,neutral
We managed to evacuate all colleagues and their families who wanted to leave conflict zones in Ukraine Ñ 148 people in total.,neutral
"After deciding to leave the Russian market and divesting our operations and assets, we also did our upmost to take care of our Russian colleagues.",neutral
"Finally, we have worked closely with UN partners and global humanitarian organisations to provide extensive aid and relief to millions of displaced people in Ukraine through our logistics bases in Poland and Romania.",neutral
Our humanitarian efforts are evolving as the conflict continues.,neutral
"Our record 2022 results across ocean, logistics and terminals have been accentuated by extraordinary market conditions, supply chain disruptions and congestion.",positive
These multifaceted challenges have led many of our customers to rethink and redesign their supply chains Ñ some for the first time in years.,neutral
Our transformation efforts to become the integrator of global logistics positioned us well to support our customers through these periods of volatility.,negative
"As supply chain management moves up our customersÕ strategic agenda, A.P.",positive
Moller - Maersk has earned a seat at the table for more long-term planning focused on connected end-to-end solutions.,neutral
"Our commitment to our customers has led to record-high NPS results in 2022, which is part of an ongoing story of continuous improvement since the start of the pandemic in Q1 2020.",positive
We have also seen a 21% organic revenue growth in logistics and customers who are affirming our strategy by growing their ocean business with us.,positive
"As we enter 2023, we are strongly positioned to solve our customersÕ current supply chain needs, as well as their future needs for even more resilient, transparent and climate- neutral supply chains.",neutral
Extensive parts of the logistics industry have fallen behind the technology revolution of the last decade.,neutral
"Our aim is to contribute with technology solutions that allow us to digitise, integrate and decarbonise global supply chains.",neutral
"To achieve that, we are connecting physical assets with the digital world, leveraging the power of digital platforms, IoT and data.",neutral
Our vision is to use this rich data set to provide end-to-end visibility across global supply chains that allow our customers to make the best possible decisions for their businesses.,neutral
"Specifically, we are striving to not only provide insights into our customersÕ supply chains, but also offer recommendations and actions for how supply chains can and should be optimised in the future.",neutral
"However, to truly reshape our industry, we will need continued collaboration and standardisation across all parties involved throughout supply chains.",neutral
"In 2022, we accelerated the net zero emission targets to 2040 from 2050.",neutral
We have also set ambitious targets for 2030 and have implemented decarbonisation plans for all our products.,neutral
This decade must be the decade of action if we are to avoid a climate catastrophe.,neutral
The main challenge in decarbonising global shipping remains the availability of green energy and fuels in sufficient quantities at competitive prices.,neutral
Moller - Maersk ordered a new series of container ships with engines that will be powered by green methanol fuel.,neutral
"We also entered into strategic partnerships with nine companies in 2022 with the intent of sourcing at least 750,000 tonnes of green fuel per year by the end of 2025.",positive
We have also engaged in dialogues to explore opportunities for large-scale green fuel production in Spain and Egypt.,neutral
We are honoured to work alongside all our colleagues around the world.,neutral
Their truly remarkable efforts have kept trade moving sustainably under very challenging conditions.,negative
We would also like to thank the Board of Directors and the executive leadership team for the support and many contributions throughout the year.,neutral
"In particular, we express our gratitude to S¿ren Skou, who retired as CEO of A.P.",neutral
Moller - Maersk in December 2022.,neutral
"During his tenure as CEO, S¿ren was instrumental in redefining A.P.",neutral
Moller - Maersk as a customer-centric end-to-end logistics provider and a leader in sustainable transportation solutions.,neutral
A thorough succession planning process ensured that the CEO role was transitioned successfully to Vincent Clerc by January 2023.,neutral
"As we enter the new year, with a challenging macro outlook, we remain highly devoted to finding solutions for our customers.",negative
"With increasingly complex and fragmented global supply chains, we continue to do our upmost to serve their needs.",neutral
And we thank them for their trust in our services.,neutral
"In the eventful year 2022, Jyske Bank's earnings per share reached a record-setting level for the second year in a row.",positive
"The year saw a sudden end to the period of negative interest rates in consequence of the strongly accelerating inflation, which was strengthened by the war in Ukraine.",negative
The development led to great turmoil in the financial markets.,neutral
"The year was also characterised by the highest growth in bank loans and deposits for more than a decade, a good level of activity, and still solid credit quality.",positive
Hence the core profit exclusive of value adjustments rose by 55%.,positive
The year 2022 also saw a milestone in the history of Jyske Bank in the form of the acquisition of Handelsbanken Denmark.,neutral
"The acquisition will to a material degree strengthen the total business and long-term competitive power to the benefit of clients, employees and shareholders.",positive
"Jyske Bank anticipates to continue the positive development in 2023, expecting earnings per share of DKK 60Ð70, supported by the full-year effect from the acquisition of Handelsbanken Denmark, the higher level of interest rates as well as solid credit quality,Ó states Anders Dam, CEO and Managing Director.",positive
The upswing in the Danish economy continued in 2022 with strong employment growth.,positive
"However, the high economic growth after the lifting of the COVID-19 pandemic restrictions slowed down in the course of the year.",positive
"Capacity pressure in the global supply chains contributed to the accelerating inflation, which reached the highest level for several decades and resulted in historical increases in interest rates.",positive
"This weakened the purchasing power of households and led to large fluctuations in financial markets, falling housing prices, and a new low in consumer confidence.",neutral
"The development accelerated the prospects of an economic slowdown, which may weaken the debt-servicing ability of some clients.",neutral
"However, the Danish economy is well positioned with respect to being able to handle a period of slower economic growth.",positive
"The clientsÕ loan-to-value ratios are low, and Jyske Bank is well prepared to counter an economic decline.",negative
"The war in Ukraine has resulted in huge human costs, put millions of Ukrainians to flight and changed the geopolitical world order.",neutral
Jyske Bank contributes to an improvement of the situation for the Ukrainian refugees in Denmark by creating jobs for Ukrainian refugees and by allowing employees time off to do voluntary work.,neutral
"In addition, we focus on assisting clients handling the implications of the war and complying with the extensive sanctions against Russia.",neutral
"Moreover, Jyske Bank has lowered its own energy consumption by more than 15% since September relative to the same period in 2021.",neutral
"On 20 June 2022, Jyske Bank entered into an agreement to buy the activities of Svenska Handelsbanken in Denmark, with about 600 employees and 42 branches, headquartered in Copenhagen.",neutral
"In connection with the closing on 1 December 2022, Jyske Bank made a cash payment for the assets and liabilities of Handelsbanken Denmark as well as a goodwill payment in the amount of DKK 3.0bn.",neutral
Handelsbanken Denmark was established in 1992 and grew subsequently organically supplemented by the acquisition of Midtbank and Lokalbanken i Nordsj¾lland.,neutral
The transaction involved loans and advances amounting to DKK 65.2bn and deposits amounting to DKK 35.4bn.,neutral
"The acquisition of Handelsbanken will strengthen Jyske Bank's market position, and the business volume will increase significantly.",positive
The greater scale will support the possibilities of developing and offering attractive products and services to Jyske Bank's present and future clients.,positive
The acquisition will also offer the possibility of realising economies of scale based on a common IT platform from November 2023.,neutral
"The integration of Handelsbanken Denmark is progressing according to plan as regards financial, commercial and organisational issues.",neutral
"The future work tasks for all employees were clarified at the beginning of February 2023, and branch mergers in cities where both Handelsbanken and Jyske Bank are present will reduce the total number of branches by about one fourth.",neutral
It is expected that all branch mergers will be completed by November 2023.,neutral
Jyske Bank is well positioned for both organic growth and the integration of Svenska HandelsbankenÕs activities in Denmark.,positive
"Over the past decade, the Jyske Bank Group has optimised its business through significant acquisitions, income and cost initiatives, organisational adjustments and new strategic cooperation agreements, most recently when the Group joined the cooperation on leasing and financing, Opendo.",positive
"In 2022, the corporate client area realised a large increase in business volumes.",positive
"The personal client area implemented further branch mergers, and with effect as of 1 April 2022 it introduced a new customer programme.",neutral
"The purpose of this programme is to secure that, in a profitable manner, Jyske Bank will still be able to offer its personal clients accessible, personal, and competent advisory services as well as good and fast services.",neutral
"These characteristics also apply to Jyske BankÕs private banking activities, and for the seventh year in a row Jyske Bank was named the best bank for private banking clients in Denmark according to Voxmeter.",neutral
"In 2022, the expansion of easy and digital access to Jyske BankÕs services continued in the form of, among other things, self-service ordering of additional loans and a Jyske Forsikring (insurance) overview in Jyske Mobilbank.",positive
The latter was by users named the best mobile bank in Denmark in a survey conducted by I Love Mobile and Shape.,neutral
The efforts to meet Jyske Bank's long-term target of net zero CO2 emissions on loans and investments continued in 2022.,neutral
"For investments, the 2030 intermediate targets for investment in equities and mortgage bonds were approved by the Net Zero Asset Managers Initiative.",neutral
"For lending, Jyske Bank has determined intermediate targets for the reduction of CO2 emissions for certain industries, covering 33% of financed CO2 emissions for loans.",neutral
"The CO2 emissions from own activities were reduced by 15% in 2022, and the target is a reduction of 65% in 2030.",negative
"Since 2021, emissions associated with the consumption of electricity, heating and the use of the GroupÕs cars have almost been offset by own production of renewable energy.",neutral
Jyske Bank is determined to integrate sustainability in its own as well as business-oriented activities.,neutral
"As a result of this, the year 2022 saw the implementation of extensive training activities for advisers within sustainability, implementation of the identification of sustainability preferences in investment advice, and the establishment of solar panels at the headquarters.",neutral
"Earnings per share rose to DKK 55.4 from DKK 42.4, which allows for an amount of DKK 144m incurred as one-off expenses relating to the acquisition of Handelsbanken Denmark.",neutral
"The net profit for the year of DKK 3,752m corresponds to a return on equity by 10.0% against DKK 3,176m and 8.8%, respectively, for 2021.",positive
Jyske BankÕs business volumes increased significantly in 2022.,neutral
"Lending under banking activities realised one of the highest organic growth rates seen so far, driven by corporate clients, and this was further supported by the acquisition of Handelsbanken Denmark.",positive
"This resulted in a growth rate of 63% in bank lending, while bank deposits increased by 56%.",positive
The full earnings impact from the growth will not be realised until 2023.,positive
Leasing and car financing realised an increase of 6% despite challenged supply chains in the auto industry.,positive
Nominal mortgage loans rose by 8% due to the acquisition of Handelsbanken Denmark and a significant increase in lending to corporate clients.,positive
Core income saw broadly based growth of 16% adjusted for a negative impact from value adjustments.,positive
Net interest income was supported by higher interest rates as well as higher lending to corporate clients and the acquisition of Handelsbanken Denmark.,neutral
"Net fee and commission income rose, among other things, due to a high level of lending and remortgaging activity as well as a new customer programme for personal clients.",neutral
"Other income was favourably affected by higher dividends, and continued favourable sales conditions in the used-car market resulted in higher income from operating lease (net).",positive
To this must be added one-off expenses of DKK 144m relating to the acquisition of Svenska HandelsbankenÕs activities in Denmark.,neutral
"Adjusted for a one-off expense of DKK 165m in 2021, core expenses rose 3%.",neutral
"The increase can primarily be attributed to the acquisition of Handelsbanken Denmark on 1 December 2022, wage adjustments relating to the sector-wide collective agreement, and a high level of activity.",positive
Loan impairment charges amounted to an income of DKK 605m against an income of DKK 218m in 2021.,negative
The credit quality is still solid with a low level of non-performing loans.,positive
"Jyske Bank maintains a significant management's estimate in the balance of impairment charges and discounts totalling DKK 1,777m against DKK 1,770m at the end of 2021, especially with a view to countering the macroeconomic uncertainty.",negative
"At the end of 2022, Jyske Bank's common equity tier 1 capital ratio was 15.2%, which is within the targeted range of 15%Ð17% despite the acquisition of Handelsbanken Denmark.",neutral
Jyske Bank anticipates earnings per share in the range of DKK 60Ð70 for 2023.,neutral
This corresponds to net profit in the range of DKK 4.0bnÐ4.6bn and a pre-tax profit in the range of DKK 5.3bnÐ6.1bn.,positive
"Core income is expected to increase significantly in 2023, especially due to the acquisition of Handelsbanken Denmark and the effects from a higher level of interest rates.",positive
"Likewise, core expenses are expected to rise considerably in 2023.",neutral
The increase can primarily be attributed to the acquisition of Handelsbanken Denmark.,positive
To this must be added derived integration and restructuring costs of about DKK 0.3bn.,neutral
Loan impairment charges are expected to amount to an expense in 2023.,negative
"2024 was an exciting year for ISS, as we sharpened our focus on value creation in a world marked by uncertainty but also new opportunities.",negative
"While we met our financial targets, we are committed to driving stronger growth ahead.",positive
"The strategy refresh launched in December, alongside changes in our Executive Group Management (EGM), marks a key step in this journey.",neutral
