Sentence,Sentiment
along entire world iss affect global coronavirus pandemic,neutral
challenging year focus squarely business continuity customer health wellbeing employee own,negative
own people customer facility train equip motivate work high standard able offer customer unique level transparency agility respond crisis,negative
customer overwhelmingly positive response covid crisis showcase strength self delivery model well large outsourcing partnership single point contact facility management,positive
make world work well global leader facility service workplace management play key role society,neutral
pandemic radically change way work people cleaner technician chef service professional contribute significantly keep workplace essential infrastructure run include hospital pharmaceutical production facility datum centre,neutral
societal impact iss frontline colleague every day central value proposition customer,neutral
address full range customer around workplace pandemic,neutral
back work concept provide complete set solution protect workplace against infection redesign place meet social distancing requirement help customer scale up scale down site activity,neutral
focus cleaning hygiene increase significantly among customer,neutral
meet demand introduce pure space iss product leverage technology datum evidence cleanliness troubleshoot risk contamination influence right behaviour,negative
above base project work revenue key account increase organically respectively drive deep cleaning disinfection,neutral
strategic focus key account confirm retention rate key account,positive
long term mutually beneficial partnership key account customer particularly resilient tough time,neutral
organic growth key account vs non key account,positive
new year integrate facility service contract large international industry manufacturing customer correspond approx,neutral
also expand renew contract major player bank professional service healthcare transportation infrastructure,neutral
key account customer value proposition resonate most strongly,neutral
facility management workplace service include globally lead cleaning solution become important customerso strategic agenda,positive
long term key account partnership likely build around mutual aim attain excellence quality efficiency compliance,neutral
result great value everyone customer people investor society large,neutral
sharpen focus oneiss response unsatisfactory financial performance recent year launch strategy refresh december,neutral
oneiss strategy confirm key account focus business model sharpen approach select customer segment accelerate technology investment introduce new globally align operating model,neutral
change allow use global scale drive superior value stakeholder,neutral
process become most respected global leader integrate facility service strengthen position global number one clean,neutral
executive group management egm see significant change well,neutral
say goodbye group ceo jeff gravenhorst end august year business,neutral
behalf iss want extend special thank jeff last achievement build foundation upon new strategy launch future,neutral
new strengthen egm announce december deliver oneiss strategy transformation,neutral
team comprise strong mix seasoned internal talent external addition diverse background broad expertise new capability ensure deliver goal ambition oneiss strategy,positive
financial performance dual impact coronavirus malware attack year without precedent term financial performance,neutral
full year organic growth thereby second year year long history negative growth,positive
loss revenue drive lockdown significant restriction major market particularly impact food service,negative
adjust restructuring one off cost dkk billion operating margin come line late financial outlook,neutral
restructuring part response pandemic along certain action target operational challenge prepare business future,neutral
free cash flow dkk million impact operating loss but support strong focus collection strict investment discipline,positive
spite exceptionally difficult year lay groundwork strong financial performance future include oneiss strategy ensure strengthen execution,neutral
post covid global leader impact covid pandemic workplace partnership strong integrate facility management provider become important ever,positive
role partnership not deliver world class service but serve key strategic adviser customer bring real estate strategy workplace culture life,positive
move towards post covid world hopefully take big stride direction strategic relationship increase importance,positive
role workplace attract retain talent increase but concept work broaden,positive
accord workplace study up participant expect follow partially hybrid remote model post pandemic,neutral
customer grapple bring employee back workplace also establish new way work seamlessly connect e g,neutral
corporate office home base ensure people healthy happy engage,neutral
technology play key role ability bring workplace post covid era,neutral
ambition become worldo good tech enable facility service company,neutral
therefore increase investment digital capability architecture accelerate roll customer face tool,neutral
improve collection use datum insight across globe drive well quality outcome customer include provide even value integration service,positive
continue strong demand integrate facility service particular cleaning increase focus workplace driver corporate culture collaboration ongoing reduce cost market outsourcing grow year ahead,positive
well position attractive usd billion key account market modest market share leave plenty room growth,positive
iss unique position far bring life purpose connect people place make world work well continue strengthen role responsibility society duration global pandemic far beyond,neutral
thank continued support,neutral
eventful year jyske bank historic net profit dkk bn successful integration former handelsbanken denmark acquisition pfa bank goodbye anders dam year ceo resumption capital distribution shareholder,positive
profit exceed record setting year support integration handelsbanken denmark high interest rate level favourable development financial market,positive
come year characterise prospect low interest rate work update groupos business strategy ensure jyske bank continue make difference client employee shareholder say lars mrch ceo managing director,neutral
jyske bankos earning per share rise dkk thus exceed record setting year,positive
increase particularly due acquisition handelsbanken denmark high interest rate level favourable development financial market,positive
moreover very solid credit quality maintain,positive
addition distribution dkk dividend mark resumption capital distribution shareholder,neutral
go forward endeavour distribute dividend region shareholderso result,neutral
annual dividend may supplement share repurchase contingent jyske bankos capital position,neutral
integration former handelsbanken denmark successful,positive
estimate acquisition handelsbanken denmark already attain target contribution groupos pre tax profit dkk bn p potential pre tax profit present interest rate level estimate approx,positive
dkk bn above original expectation,neutral
acquisition handelsbanken denmark pfa bank mirror jyske bankos ambition high quality growth profitability,positive
organisation exemplary manner lift many task connection integration,neutral
take place constructive cooperation handelsbanken datum vendor bec bankdata,neutral
plan organisational merger implement integration cost involve proceed accord expectation,neutral
many colleague make targeted effort client experience good possible transition jyske bankos system connection migration mid november,neutral
addition ascertain increase job satisfaction among groupos employee annual employee survey,positive
voxmeteros image survey jyske bank report large advance among danish bank still focus ensure good client experience,neutral
over year value proposition client improve even far particularly respect investment housing personal client insurance solution corporate client,positive
several initiative go hand hand strong business volume within asset management wealth management advice result acquisition pfa bank welcome new colleague client october,neutral
get off good start form jyske bank future,neutral
jyske bank good opportunity become even strong business,neutral
jyske bank not change fundamentally one year,neutral
but due respect business base jyske bankos strength work update groupos business strategy towards end,neutral
jyske bankos target active constructive part green transition jyske bankos target net zero co emission across business orient activity form loan investment not later respectively,neutral
addition jyske bank aim lending growth contribute offset climate change co emission jyske bankos own activity reduce,positive
jyske bankos performance highly satisfactory,neutral
net profit dkk bn correspond dkk per share historically good year jyske bank return equity,positive
earning per share rise compare record breaking year,positive
increase boost high core income due considerable growth net interest income,positive
net interest income affect high interest rate level well acquisition handelsbanken denmark,neutral
addition development financial market jyske bankos positioning make highly positive contribution value adjustment,positive
net fee commission income show minor advance compare previous year characterise high loan refinancing activity,neutral
consequently acquisition handelsbanken denmark offset low level activity result high level interest rate,neutral
core expense rise compare,neutral
steep increase expect due acquisition handelsbanken denmark result rise number employee high expense,positive
increase also support high number employee relate financial crime prevention well acquisition pfa bank sector wide prescribed salary increase,positive
addition core expense non recur cost dkk pay relate integration handelsbanken denmark pfa bank,neutral
loan impairment charge amount expense dkk correspond gross loan guarantee,negative
credit quality remain solid low level non perform loan low level actual write off decade,positive
moreover post model adjustment dkk bn offer good basis counter macroeconomic uncertainty,negative
acquisition handelsbanken denmark jyske bank build up strong capital base common equity tier capital ratio jyske bank solid capital base,positive
pave way resumption distribution shareholder extraordinary dividend dkk december combine proposal supervisory board additional dividend dkk connection come annual general meeting,neutral
jyske bank estimate net profit range dkk bn bn correspond earning per share range dkk,positive
core income expect decline particular result low value adjustment historically high level,negative
expectation mirror slow growth danish economy reduction nationalbankenos certificate deposit rate percentage point,positive
core expense exclusive non recurring cost expect roughly unchanged,neutral
non recurring cost integration handelsbanken denmark pfa bank expect nearly dkk bn,neutral
expense relate collective agreement pfa bank also expect practically offset high level synergy involve acquisition handelsbanken denmark well low integration restructuring cost,neutral
presume loan impairment charge high level,negative
level actual write off low level decade proportion non perform loan low level post model adjustment mirror among thing risk involve expect economic development amount dkk bn end,negative
provide solid basis address macroeconomic risk,positive
expectation involve uncertainty depend instance macroeconomic circumstance development financial market,negative
purpose oimprove life integrate worldo prominently reflect role leader decarbonisation maritime industry consistent investment advanced robust logistic solution aim equip customer various type disruption ensure resilience global supply chain,negative
together customer navigate year profound change global logistic industry mark rapidly evolve market environment,neutral
pleased report p,neutral
moller maersk deliver financial performance line guidance year demonstrate resilience adaptability throughout highly transformative time,positive
market normalise year lock down subsequent boom consumer demand,neutral
market correction begin fourth quarter supply chain bottleneck gradually ease,neutral
first six month year see trend reduce stock lead decrease demand,negative
second half reveal new industry standard mark robust volume but constrain pricing pressure due oversupply shipping no immediate sign ship idle recycle,neutral
year actively respond shift environment,neutral
early cost containment measure initiate deploy capacity adjust efficient management ocean unit cost cost per move terminal sg cost level logistic service help safeguard financial performance,neutral
workforce realign evolve book business reduce global staff around,neutral
moreover prudently reduce capital expenditure plan,negative
despite absence significant congestion vulnerability trigger disruption pandemic year still linger global supply chain new challenge keep emerge,neutral
supply chain become increasingly complex fragmented customer deal uncertainty geopolitical tension change consumer behaviour cause fluctuate demand,negative
consequently step take diversify sourcing nearshore production enhance resilience flexibility logistic,neutral
throughout year far deepen understanding customerso diverse supply chain help develop resilient solution,neutral
remain committed manage complexity customer may experience continuously improve innovate service offering,neutral
additionally terminal far enhance supply chain efficiency expand current terminal establish new one,neutral
key project include usd billion expansion rotterdam netherlands advancement automation pier los angeles usa plan new terminal development like announce strategic partnership hai phong vietnam,positive
terminal consistently demonstrate robust business performance maintain strong focus cost management safety operational excellence,positive
advance far enhance operational reliability digital infrastructure enable very stable execution business significantly improve system availability,positive
furthermore hit fundamental milestone effort develop modern platform across supply chain,neutral
aim unlock truly integrate logistic customer move basic visibility multi carrier multi modal visibility,neutral
beyond make progress standardise roll inland platform warehousing solution across region,neutral
focus unlock productivity gain further platform integration work flow automation,neutral
mark noteworthy achievement effort decarbonise logistic industry introduce worldo first green fuel enable vessel laura mrsk,neutral
pioneering force decarbonise industry acutely aware heavily rely partnership support industry regulation fundamentally customer,neutral
transition away fossil fuel collaboration across sector crucial,neutral
moller maersk alone up million tonne green fuel deliver green pledge current global production green methanol tonne,neutral
green fuel shipping immense challenge provide too big task one company investor manage alone,neutral
industryos progress depend robust regulatory framework,neutral
unos annual cop meeting november stand united lead player industry call lawmaker introduce measure implement accelerate decarbonisation global maritime transport,neutral
together ceo four large container carrier propose joint declaration carbon tax scheme help close price gap fossil green fuel recognise not customer ready pay high price currently associate sustainable transport,neutral
continue streamline organisation operation remain dedicated strategy fulfil customerso diversified supply chain pursue growth opportunity across terminal logistic service business,positive
pleased note great commercial reflect value customer place integrate logistic solution close partnership,neutral
ocean business focus steadfast maintain good class margin build even efficient reliable future ocean network,neutral
logistic service look expand offering optimise performance drive growth,positive
meanwhile terminal focus continued optimisation ongoing growth initiative,positive
market dynamic underscore critical importance diversify revenue stream beyond ocean business forge strong collaborative relationship customer,neutral
effort key ongoing success adaptation rapidly evolve market strategy global integrator logistic,neutral
end multiple distressing attack cargo ship red sea gulf aden include two p,neutral
horrify escalation unfortunate conflict,neutral
ensure safety people customerso supply chain priority,neutral
encourage strong international support restore essential shipping lane,positive
sincere wish rapid control situation allow resumption safe transportation,neutral
closing like express sincere gratitude p,neutral
moller maersk colleague around world relentless effort unwavering dedication,neutral
also like express appreciation executive leadership team board director,neutral
particular welcome kasper rrste join board,neutral
last but not least extend profound thank customer,neutral
support partnership customer drive force behind commitment deliver excellence global logistic,neutral
make good progress company past year despite pandemic continue impact world initial challenge meet unprecedented demand new obesity treatment,neutral
continue broaden technology platform product pipeline strengthen basis longterm growth whilst invest significantly expand future production capacity,positive
long standing aspiration create value society future business relevant ever give mount threat peopleos life livelihood pose health environmental challenge dominate todayos global agenda,neutral
past two year underscore essential role science tackle challenge whether manage rogue virus reduce emission,neutral
continue investment innovation vital patient future company wide benefit offer society,neutral
therefore gratify see stride make launch new product most notably wegovy obesity,neutral
production challenge mean struggle meet high patient demand treatment situation serve underline vital importance investment make global production capacity,neutral
opportunity come year execute commercial potential innovative new treatment ensure many people possible access quality medicine,neutral
time succeed develop medicine future,neutral
mean look beyond exist focus area successful glp molecule semaglutide towards therapy area new technology platform address unmet medical relate serious chronic disease,positive
serve patient high quality medicine continue grow sustainably evolve challenge work innovate,neutral
also entail combine companyos deep house expertise good science outside partnership business university around world research institution,neutral
succeed novo nordisk look very different decade time not serve people live diabetes obesity but also make positive impact new therapeutic area,positive
stable ownership structure novo nordisk foundation main shareholder help transition support investment research development long term maintain focus high quality operation financial performance,neutral
also ensure novo nordisk diverse truly inclusive culture become well innovative company,neutral
mind set new aspirational target achieve balanced gender representation across managerial level,neutral
believe also stimulate inspire work enhance diversity dimension,neutral
board level also commit ensure strong diversity right competence meet future challenge,positive
board delighted welcome election henrik poulsen whose deep experience corporate transformation strong esg credential invaluable,positive
also like thank brian daniels liz hewitt step down board significant contribution novo nordisk,neutral
behalf board director like offer sincere thank novo nordisk employee dedication contribution good operational strategic progress ceo lars fruergaard jrgensen team leadership shareholder stakeholder continued support,positive
exceed expectation grow business serve patient ever expand pipeline long term success,neutral
but also disappoint patient prescriber alike due supply challenge learn look future,neutral
companyos strong commercial performance against backdrop continue disruption cause pandemic not possible without resilience collaborative spirit show colleague across organisation many partner,positive
momentum drive portfolio glp base therapy buoyant demand semaglutide base medicine ozempic rybelsus contribute total glp growth thereby strengthen global leadership diabetes process,positive
demand another semaglutide product wegovy five week launch many prescription write anti obesity medication four year follow launch predecessor saxenda,neutral
underscore high unmet among people live obesity but also present initial challenge supply capacity exacerbate key partner experience issue good manufacturing practice gmp december,neutral
whilst continue focus provide treatment alreadyinitiate patient take step within global production enable fully meet demand second half year enable much anticipated launch broad market,neutral
importantly continue reach patient around world,neutral
change diabete child partnership example provide free holistic diabetes care nearly child adolescent live type diabete low middle income country,neutral
diabetes product reach million people worldwide million receive access affordability programme,neutral
also ever mitigate impact environment reduction co emission compare pre pandemic action plan drive emission down far transportation large residual source co,neutral
include convert fleet car electric vehicle well work shipping partner increasingly transport product use biofuel,neutral
bold ambition diversify product pipeline adjacent therapy area nash non alcoholic steatohepatitis cardiovascular disease believe among good world,neutral
collaboration heartseed stem cell base heart failure therapy reflect effort expect take significant step forward initiate first human trial year,neutral
acquisition dicerna develop rnai base therapy selectively silence gene contribute disease demonstrate ambition innovate within establish new therapy area novo nordisk,neutral
commitment achieve further breakthrough within diabetes remain strong ever,positive
drive innovation require creativity something convince foster inclusion,neutral
enable make novo nordisk diverse inclusive workplace new long serve employee opportunity achieve full potential,neutral
like thank colleague around globe hard work commitment another demanding year well board director shareholder continued support,neutral
milestone year lego group,neutral
celebrate th anniversary reach child lego play ever,neutral
achieve double digit top line growth grow market share globally significantly outpace toy market despite economic geopolitical challenge,positive
prove continue appeal lego system play strength relevance brand,neutral
overall very satisfied performance,neutral
momentum see past four year continue,positive
drive strategic investment make time pay off establish foundation long term sustainable growth,positive
year continue invest innovation across portfolio one large date appeal people age wide range passion interest,neutral
far invest own partnerso retail platform reach shopper create extraordinary memorable brand experience instore online,neutral
also continue make progress capacity expansion project three factory break ground new factory binh duong vietnam announce plan build carbon neutral run factory richmond va meet future demand americas,positive
continue invest make business product sustainable pleased progress make towards ambition create well world future generation,neutral
begin transition paper base bag lego box put track make packaging sustainable source within next few year,neutral
continue reduce environmental footprint factory become energy efficient produce renewable solar energy onsite close,neutral
war ukraine continue impact covid restriction economic uncertainty impact family child around world,negative
continue bring learn play activity community support most risk donate relief effort child family ukraine around world,negative
anticipate uncertainty over past year continue monitor development closely,negative
fortunate talented team colleague steer lego group skilfully past year,neutral
grateful commitment look forward work together continue inspire develop wonderful builder tomorrow,neutral
year begin good momentum growth tracking accord plan first half,positive
however slowdown demand america third quarter affect professional business prompt adjustment full year guidance october,neutral
thorough review assessment trajectory against target decide withdraw long term target,neutral
remain focused deliver guidance year,neutral
introduce cut edge product major trade show around globe present innovation reflect commitment address customer,neutral
meet customer listen continue drive understanding create value strengthen partnership,neutral
close reflect year significant milestone challenge,neutral
across business make measurable progress advance strategic priority product innovation set new benchmark sustainability,positive
year first time report financial sustainability progress jointly accordance new corporate sustainability report directive,neutral
comprehensive work combined reporting may new publish sustainability report since welcome opportunity enhance transparency comparability across company,neutral
year reveal notable regional difference performance,neutral
see strong performance emea growth across segment,positive
key driver include robust demand several large most important segment,neutral
also see major market like germany uk france trkiye,neutral
highlight region strength demonstrate strong market position,positive
experience market headwind apac like many industrial company drive macroeconomic challenge geopolitical disruption,neutral
back performance low expect,neutral
americas encounter slowdown demand lead volume decline,neutral
price management positively impact first half not enough offset overall decline,negative
september roll global erp system us,neutral
system strengthen digital platform open improved way work,positive
october high pressure washer business locate fort pierce florida hit extreme weather hurricane milton,neutral
luckily no people injure structural damage building but clean up rebuild still affect site,neutral
see variation performance across region two business unit consumer specialty record strong growth reflect benefit recent optimization effort sharp focus customer,positive
operational improvement cornerstone effort,neutral
lower order backlog run production line efficiently enhance delivery speed reliability customer,neutral
strategic initiative include insource critical production optimize machine customization expand dual sourcing strengthen supply chain resilience reduce lead time reduce greenhouse gas emission own operation use phase,positive
continue investment implementation automation china also position great productivity long term stability,neutral
far increase r investment allocate million eur future innovation,neutral
increase r investment make over previous couple year yield several positive result,positive
launch range new cleaning solution design optimize every stage cleaning process enhance productivity introduce energy efficiency feature,neutral
notable introduction include next generation walk behind scrubber dryer sc redefine efficiency autonomous sc new compact micro scrubber address unmet market,neutral
product warmly receive customer continue momentum further product launch throughout year,positive
also excited welcome eerikki mkinen join nilfisk leadership team head product technology innovation february,neutral
eerikki build nilfiskos strong heritage create iconic product drive innovation meet customer,positive
sustainability remain integral strategy driving value customer business substantial advancement,neutral
decrease absolute market base scope greenhouse gas emission compare scope greenhouse gas emission intensity compare send well way towards near term sustainability target,neutral
maintain strong cdp climate change score fifth consecutive year,positive
addition give cdp water security score b,neutral
another important highlight receive ecovadi gold medal third consecutive year,neutral
score point nilfisk place th percentile global company rate ecovadi,neutral
target sustain gold medal rating come year,neutral
furthermore direct sustainability inquiry exist potential customer increase particular request climate environmental datum,neutral
customer build foundation everything look forward continue value collaboration,neutral
close dialogue drive innovation create value together,neutral
feedback truly invaluable excited continue partnership year come,neutral
also like extend thank shareholder continued support evolve economic landscape,neutral
last but not least thank employee dedication continuous strive excellence,neutral
move forward maintain focus execution innovation ensure bright future nilfisk,neutral
june mark beginning tenure ceo,neutral
excited opportunity shape future nilfisk together dedicated employee value customer,neutral
year learn nilfisk confident ability grasp opportunity ahead navigate challenge,neutral
employee thank professionalism passion unique nilfisk spirit power,neutral
part solution build well future purpose danfoss,neutral
continue transform invest green growth strategy,positive
key continue develop even close relationship customer partner,neutral
continue deliver sustainable innovation increase energy efficiency enhance machine productivity reduce emission enable electrification,positive
key part green growth strategy central sustainability esg goal become customerso preferred decarbonization partner,positive
year celebrate year anniversary like sincerely thank customer partner support cooperation throughout year,neutral
partner across entire value chain never important today,neutral
core clear green growth strategy highly engaged team across danfoss well way towards,positive
excited strong portfolio progress core business high growth opportunity like highlight follow continue strengthen core business significant investment innovation build resilient supply chain far regionalize add new capacity,positive
well track integrate transformational acquisition eatono hydraulic business power solution bock compressor climate solution well establish semikron danfoss part power electronic drive,neutral
continue focus offer broad set competitive innovative solution several high growth vertical example datum center electrification heating system commercial heat pump,positive
invest build lead position electrification create strong offering evs truck off highway machine marine vessel hydrogen production,positive
post pandemic recovery market business very strong,positive
however second half high inflation interest rate impact market create challenging business environment,negative
despite increase headwind deliver robust result continue make significant investment capacity innovation digitalization,positive
like highlight follow ebita up lead ebita margin,neutral
ebita exclude integration cost operating income expense reach,neutral
deliver record level cash flow eur million up,positive
growth local currency,positive
see positive growth north america europe,positive
asia pacific sale growth negative mainly drive economic slowdown china,positive
india continue deliver strong growth performance,positive
transformation continue high investment innovation r increase sale capex record level eur million,positive
continue decouple organic growth own emission,positive
scope emission exclude newly acquire semikron bock compressor decrease despite organic sale growth,positive
scope emission clear roadmap place reduce carbon footprint,neutral
challenging business environment second half continue,negative
however remain focused serve deliver strong value customer partner over world,positive
close partnership never important ready continue collaboration,neutral
last century company consistent overall mission drive change defeat diabetes serious chronic disease,neutral
today tool disposal broad powerful year ago insulin discover,neutral
yet further innovation realise goal never great not least give rise obesity one worldo foremost healthcare challenge,neutral
time societal debate purpose versus profit novo nordisk show two go hand hand,positive
development life change treatment create financial reward reinveste further research development model continue apply build sustainable business decade come,neutral
over past year see continue strong growth across north america international operation therapy area,positive
drive exceptional demand market lead glp therapy,neutral
turn increase demand lead further market share expansion key product diabete obesity,positive
time however experience pressure challenge increasingly difficult macroeconomic geopolitical environment include impact war ukraine rise tension global trade continue fallout covid,neutral
combine high expect demand temporary capacity limitation manufacturing site result shortage certain product include wegovy obesity ozempic type diabetes,neutral
meet patient demand top priority invest around dkk billion alone expand capacity operate global manufacturing facility hour day seven day week,neutral
like many large company restructure supply chain increase resilience volatile world,positive
clear economic challenge grow burden chronic non communicable disease place increase pressure healthcare system year ahead require remain laser focus purpose strategy,neutral
progress pipeline project weekly insulin icodec novel combination drug candidate cagrisema obesity diabetes reflect determination break new ground,neutral
also address broad area unmet medical expand commitment rare blood endocrine disease research novel technology platform,neutral
involve continued investment companyos deep house expertise couple source good science outside partnership business development,neutral
acquisition forma therapeutic specialist rare blood disorder good example target approach,neutral
team also increasingly apply novel technology improve delivery product include use smart device digital tool guide optimise therapy,neutral
innovation equally central address environmental social challenge rightly feature highly modern societyos expectation business,neutral
challenge face significant since novo nordisk unusually high growth rate company size necessitate increase manufacturing high product shipment,positive
however able switch global production network source renewable power continue challenge order achieve net zero emission across entire value chain,neutral
also continue innovate minimise use plastic derive fossil fuel pen device whether recycling use novel material,neutral
globally serve record almost million patient,positive
however still many people struggle access life change product even though million reach access affordability initiative,neutral
innovation role play well,neutral
heat stable insulin example help improve access low middle income country since keep outside refrigeration up four week,neutral
priority next year advance scientific understanding treatment option core therapy area diversify pipeline adjacent field cardiovascular disease non alcoholic steatohepatitis nash rare blood disorder,neutral
mean look beyond success product base lead glp molecule semaglutide adopt new technology,neutral
innovation depend creativity colleague continue nurture make novo nordisk truly inclusive diverse workplace,neutral
empower employee use capability attract good talent come work,neutral
diversity important boardroom wide organisation continue focus board director right expertise perspective guide period rapid change,neutral
delighted election christina law whose deep experience leadership position consumer drive company across asia beyond invaluable,neutral
collaboration board director executive management continue trust transparent,neutral
relationship grow far year able increasingly meet person engage novo nordisk colleague apply tirelessly deliver tomorrowos healthcare innovation,neutral
like thank colleague around world dedication hard work challenging year well shareholder continued support,negative
dedicate focus develop nilfisk accord business plan launch,neutral
invest growth platform lay foundation future success,positive
target element place right position create stable long term growth,positive
most financial business metric show solid progress year,positive
come strong platform,neutral
however also another year impact conflict natural disaster inflationary pressure affect people government business over world,neutral
challenge require find new way navigate change circumstance,neutral
environment pursue pocket growth across region customer segment,positive
consequently deliver largely line plan,positive
end year organic growth line late outlook announce november,positive
market dynamic affect part business different way,neutral
organic growth professional segment exclude private label flattish price management able offset decline volume,positive
effect economic slowdown affect demand emea first half americas see decline demand second half,neutral
growth apac solid throughout year,positive
service business grow benefit strategic focus solid demand,positive
however progress not fully accord expectation,neutral
specialty business impact decline demand across americas emea lead negative organic growth,positive
revenue consumer business decline organically full year but growth return second half,positive
take important step year build strong foundation act catalyst acceleration business plan year ahead,positive
example spring change america sale region become full p l region,neutral
new setup prove promote collaboration alignment across function improve customer service,neutral
follow up create emea apac region similar setup,neutral
region clear mandate move close customer strengthen value creation potential,neutral
take major step professionalize scale service offering,neutral
result initiative see shift ad hoc service structure service include plan maintenance,neutral
another strategic priority business plan lead sustainable product,positive
year step forward year term product vitality,neutral
alongside work new product line platform upgrade exist product introduce new feature professional consumer range,neutral
year also formative develop new product launch,neutral
invest growth platform lay foundation future success,positive
continue enhance supply chain robustness accordance business plan,neutral
though business americas extent affect long last supply chain constraint manufacturing output us production facility improve gradually over year,positive
invest capacity expansion large floorcare equipment increase dual sourcing key component enhance production line efficiency,positive
consider macroeconomic environment nilfiskos current momentum nilfisk expect organic growth ebitda margin special item,positive
sustainability effort become even engraine core business,neutral
internal process direct team act sustainable manner,neutral
roll new fleet policy continue transition towards electric vehicle instal solar panel roof building,neutral
nilfisk award silver medal ecovadi,neutral
result put nilfisk th percentile among company report ecovadi scoring point above industry average,neutral
uphold strong carbon disclosure score cdp th consecutive year receive score,positive
business plan set near term target increase equal representation underrepresented gender senior management position,positive
reach bring close target underrepresented gender top management pursue equal representation,neutral
donate clean machine hospital conflict zone ukraine,neutral
torsten trling step down ceo nilfisk august due family reason,neutral
board director appoint deputy chair ren svendsen tune interim ceo nilfisk august,neutral
conduct thorough search process board director nilfisk announce appointment jon sintorn new ceo december,neutral
ren svendsen tune stay interim ceo nilfisk jon sintorn assume role no later july,neutral
work continue strengthen nilfisk management add new competency board nilfisk leadership team,neutral
enter strong management new board member bring increase international experience industry relevant competency nilfisk,neutral
benefit nilfisk medium long term,positive
like thank customer continue loyalty belief nilfisk,neutral
benefit immensely feedback receive year work even close together,neutral
also like extend thank shareholder continued support,neutral
appreciate dedication solution navigate unpredictable economic climate,neutral
finally special thank go dedicated employee worldwide continue strive excellence everything,neutral
unique nilfisk spirit feel create every single one bring professional skill dynamic personality work every day,neutral
moller maersk diversified conglomerate focused integrate global logistic company well way,neutral
moller maersk today offer broad global portfolio logistic product ocean air transport inland transportation warehousing distribution include cold storage custom service lead logistic product supply chain management service e com fulfilment well container port service towage,neutral
strategy build three core element firstly offer customer end end digitally enable transport logistic service help manage supply chain sell product globally source most competitive supplier worldwide,neutral
deliver superior value customer build land base logistic service offering way seamlessly integrate strong lead sustainable ocean business,positive
enable leverage commercial synergy inherent sell land base logistic service customer ocean business,neutral
owe improve financial performance transform business since embark transformation become global integrator container logistic execute strategy consistently discipline,positive
despite backdrop weak trade growth ongoing trade tension geopolitical uncertainty pandemic improve financial performance transform business,positive
achieve good result year extraordinary demand fluctuation due covid lead sharp oversupply capacity q shortage vessel equipment second half demand rebound lead significant increase short term freight rate,positive
leave strong balance sheet enable increase payout shareholder fund transformation enable longterm growth company,positive
work over past five year improve performance ocean business deliver solid result,positive
acquisition hamburg sd focus cost disciplined approach capex contribute factor delivery excellent result strong cash flow,positive
parallel develop new unique product maersk spot offer loading guarantee easy online booking fix price short term customer,neutral
logistics service business deliver excellent margin growth good revenue growth mainly acquisition,positive
restructure far reduce cost develop endto end product,neutral
begin implementation new technology platform recruit new leadership logistic expert globally,neutral
logistics service business grow revenue almost usd bn competitive margin sound foundation accelerate growth come year,positive
terminal execute turnaround since business shift focus develop new terminal become worldclass terminal operator,neutral
result cash generation steadily improve also despite low volume,positive
due strong cost performance across segment infrastructure business resilient return,positive
annual general meeting announce three metric track progress strategic transformation,positive
progress well despite challenge market condition cash return invest capital croic last twelve month increase due strong cash flow operation low gross capex low invest capital,negative
infrastructure logistic revenue excl,neutral
freight forwarding increase usd bn usd bn mainly due acquisition performance team lead us base warehousing distribution company partly offset low revenue gateway terminal impact covid,neutral
logistics services ebitda excl,neutral
freight forwarding improve usd usd result margin optimisation intermodal support acquisition performance team,positive
roic overall return ambition p,neutral
moller maersk increase compare drive significantly improve earning,positive
finish restructuring ocean logistic service business one integrated simplified organisation enable further improvement customer experience end end service delivery,neutral
safmarine brand damcoos air lcl less container load offering integrate maersk brand enhance customer access global offering damcoos ocean freight forwarding business close january,neutral
april acquire performance team september close deal kgh custom service lead specialist trade customs service management europe,neutral
company logistic expert within field customer feedback positive add important capability immensely strengthen logistics offering geographical footprint,positive
