Sentence,Sentiment
in the expansion of easy and digital access to jyske bankos services continued in the form of among other things self service ordering of additional loans and a jyske forsikring insurance overview in jyske mobilbank,positive
the latter was by users named the best mobile bank in denmark in a survey conducted by i love mobile and shape,neutral
the efforts to meet jyske bank s long term target of net zero co emissions on loans and investments continued in,neutral
for investments the intermediate targets for investment in equities and mortgage bonds were approved by the net zero asset managers initiative,neutral
for lending jyske bank has determined intermediate targets for the reduction of co emissions for certain industries covering of financed co emissions for loans,neutral
the co emissions from own activities were reduced by in and the target is a reduction of in,negative
since emissions associated with the consumption of electricity heating and the use of the groupos cars have almost been offset by own production of renewable energy,neutral
jyske bank is determined to integrate sustainability in its own as well as business oriented activities,neutral
as a result of this the year saw the implementation of extensive training activities for advisers within sustainability implementation of the identification of sustainability preferences in investment advice and the establishment of solar panels at the headquarters,neutral
earnings per share rose to dkk from dkk which allows for an amount of dkk m incurred as one off expenses relating to the acquisition of handelsbanken denmark,neutral
the net profit for the year of dkk m corresponds to a return on equity by against dkk m and respectively for,positive
jyske bankos business volumes increased significantly in,neutral
lending under banking activities realised one of the highest organic growth rates seen so far driven by corporate clients and this was further supported by the acquisition of handelsbanken denmark,positive
this resulted in a growth rate of in bank lending while bank deposits increased by,positive
the full earnings impact from the growth will not be realised until,positive
leasing and car financing realised an increase of despite challenged supply chains in the auto industry,positive
nominal mortgage loans rose by due to the acquisition of handelsbanken denmark and a significant increase in lending to corporate clients,positive
core income saw broadly based growth of adjusted for a negative impact from value adjustments,positive
net interest income was supported by higher interest rates as well as higher lending to corporate clients and the acquisition of handelsbanken denmark,neutral
net fee and commission income rose among other things due to a high level of lending and remortgaging activity as well as a new customer programme for personal clients,neutral
other income was favourably affected by higher dividends and continued favourable sales conditions in the used car market resulted in higher income from operating lease net,positive
to this must be added one off expenses of dkk m relating to the acquisition of svenska handelsbankenos activities in denmark,neutral
adjusted for a one off expense of dkk m in core expenses rose,neutral
the increase can primarily be attributed to the acquisition of handelsbanken denmark on december wage adjustments relating to the sector wide collective agreement and a high level of activity,positive
loan impairment charges amounted to an income of dkk m against an income of dkk m in,negative
the credit quality is still solid with a low level of non performing loans,positive
jyske bank maintains a significant management s estimate in the balance of impairment charges and discounts totalling dkk m against dkk m at the end of especially with a view to countering the macroeconomic uncertainty,negative
at the end of jyske bank s common equity tier capital ratio was which is within the targeted range of despite the acquisition of handelsbanken denmark,neutral
jyske bank anticipates earnings per share in the range of dkk for,neutral
this corresponds to net profit in the range of dkk bn bn and a pre tax profit in the range of dkk bn bn,positive
core income is expected to increase significantly in especially due to the acquisition of handelsbanken denmark and the effects from a higher level of interest rates,positive
likewise core expenses are expected to rise considerably in,neutral
the increase can primarily be attributed to the acquisition of handelsbanken denmark,positive
to this must be added derived integration and restructuring costs of about dkk bn,neutral
loan impairment charges are expected to amount to an expense in,negative
was an exciting year for iss as we sharpened our focus on value creation in a world marked by uncertainty but also new opportunities,negative
while we met our financial targets we are committed to driving stronger growth ahead,positive
the strategy refresh launched in december alongside changes in our executive group management egm marks a key step in this journey,neutral
we also made significant strides in advancing social sustainability reaffirming our commitment to people and communities,neutral
amid global challenges such as financial instability and geopolitical conflicts the facility management industry is undergoing significant development creating exciting opportunities,neutral
as a result of the economic slowdown companies organisations and public institutions are increasingly outsourcing their facility management services,neutral
importantly this shift is not only driven by efficiency and cost savings requirements,neutral
one of the most pressing issues our customers face today is declining employee engagement in workplaces which negatively impacts productivity innovation and employee retention,neutral
consequently they are seeking partners with the expertise to create exceptional workplace experiences,neutral
another key trend is the growing focus on social sustainability,neutral
while the esg agenda has traditionally centered on environmental priorities the social dimension is gaining traction prompting customers to prioritise social factors in facility management partnerships,neutral
these global trends present significant opportunities for iss,neutral
our expertise in integrated facility services enhancing workplace experiences our self delivery model and commitment to social sustainability position us for growth and a substantial increase in our percent global market share,positive
the oneiss strategy was launched in and over the last four years we have made significant progress in strengthening our foundation commercial model and execution power,neutral
we have achieved margin and growth recovery successfully turned around challenging markets and contracts completed the strategic divestment programme made selective acquisitions and maintained a high customer retention rate of over,positive
however our growth in has mainly been driven by price increases and there is still room to improve focus and execution across the organisation,positive
in response we reviewed elements of our strategy in leading to updated strategic priorities in december,positive
these updates will better position us to leverage our strengths and unlock issos full potential,neutral
in january we aligned the egm with the updated strategic priorities to ensure implementation with pace and quality,positive
this involved reducing the egm to five members and adjusting the scope and responsibilities of some existing roles,neutral
we are confident these changes will reduce complexity improve decision making and enhance execution to drive profitable growth,positive
in addition to the changes made at the egm we were pleased to welcome henriette hallberg thygesen as a new member of the board of directors in,neutral
as part of our strategy update we have developed a new mission statement we make space for people and businesses to thrive,neutral
while our purpose connecting people and places to make the world work better remains at the core of issos dna we also want to emphasise the value iss strives to deliver to people and customers every day,neutral
this mission statement reflects our commitment to enhancing both physical and mental spaces empowering people to unlock their individual potential a key prerequisite for business success,neutral
ultimately our goal is to ensure that our people thrive when they do they feel motivated which directly enhances the satisfaction and engagement of our customers and their employees,neutral
we are pleased to have delivered robust results throughout the year,positive
our steadfast efforts to improve operational efficiency and execution enabled us to achieve our financial targets organic growth of operating margin of above and free cash flow of dkk billion,positive
commercially we secured extensions for all large key customer relationships with contracts ending in including scope expansions across several agreements,neutral
most significantly we secured a year extension of our longstanding partnership with barclays where we will continue to provide integrated facility services and great workplace experiences to more than barclays employees across the world,neutral
we also successfully mobilised new large customer contracts such as the department for environment food rural affairs defra in the uk and the danish building and property agency in denmark,neutral
another milestone was the landmark year contract win with the uk department for work and pensions dwp in august expected to generate annual revenue of dkk billion,neutral
this achievement marks the culmination of the strong market position we have built within the uk public sector over the past years,positive
moving forward we will pursue and invest in thoroughly selected opportunities at group level while empowering our local markets to strengthen their positions and leverage their local expertise,neutral
across the company our primary focus remains on driving profitable growth in both single service cleaning and integrated facility services,positive
based on our financial results in we are once again in a favourable position to share excess capital with our shareholders in line with our capital allocation policy,positive
the board of directors will propose a dividend for of of adjusted net profit at the annual general meeting corresponding to a dividend per share of dkk,positive
in we also initiated a share buyback programme of dkk billion to be executed over a month period,neutral
due to our robust liquidity position we decided to increase the programme in august and november bringing it to dkk billion in total,positive
it concluded on february,neutral
additionally we are today announcing that we will initiate a new share buyback programme of dkk billion to be executed until february,neutral
m a is an element of our clearly defined ambitions in the capital allocation policy and we continuously seek opportunities to invest in our business to drive long term sustainable growth,positive
in we strengthened our presence in switzerland and spain through two smaller local bolt on acquisitions of gammarenax and grupo bn respectively,neutral
these acquisitions reflect our clear and disciplined approach to m a they have a strong strategic fit a country wide footprint and generate operational synergies for iss,positive
the divestment process regarding our french business was completed in april marking the final step in the divestment programme outlined in the oneiss strategy,neutral
with our people as our product the social domain offers our greatest sustainability impact,neutral
with over employees worldwide each influencing around five family members our work touches nearly two million lives daily,neutral
this scale brings both great responsibility and significant opportunities,neutral
as part of our strategy refresh we have committed to becoming the worldos leading frontline employer creating safe inclusive workplaces where everyone is valued fairly compensated and supported in improving social mobility,neutral
this is not only the right thing to do but also essential for success engaged employees deliver better services and superior customer experiences,neutral
we are pleased to have further advanced our social commitment in,neutral
for example we provided more than placemakers or their family members with a certified qualification encompassing a wide range of educational and training opportunities,neutral
this brings the total to over qualifications awarded in the past two years keeping us firmly on course to achieve our goal of by the end of,neutral
as education is a key driver for social change and employee engagement we aim to provide an additional placemakers and their family members with certified qualifications by,neutral
we have also made progress in our commitment to increasing the implementation of the living wage across our industry,neutral
we have initiated pilots to measure the impact of salary increases on retention productivity and sickness rates,neutral
additionally we have partnered with uniglobal on a social sustainability project in indonesia focused on fostering social dialogue within the cleaning industry educating customers on the difference between minimum and living wage and creating job opportunities for women and people with disabilities in greater jakarta,neutral
health and safety is a top priority for us and we will continue improving our efforts to prevent serious accidents,neutral
tragically we experienced fatality in deeply impacting the organisation,neutral
in we initiated further mitigating actions we conducted our first global health culture survey followed by focus groups with placemakers worldwide to assess our safety culture and establish a baseline with a safety culture improvement plan set to begin in,neutral
we also introduced osafety stand downso led by kasper fangel for all leaders to address serious incidents like fatalities,neutral
in we took significant steps to further strengthen our organisation enhance our execution and deepen our focus on meeting the evolving needs of our customers,neutral
by leveraging our unique strengths favourable market position and strong social commitment we have positioned ourselves for further success moving forward,positive
our commitment to profitable and sustainable growth remains steadfast and with our refreshed strategic priorities a clear mission statement a more agile and stronger executive management team and the dedication of our placemakers worldwide we are ready to accelerate growth and capitalise on the exciting global opportunities,positive
dear stakeholders exiting as the pandemic was receding we could have been excused for assuming that the most turbulent times were behind us,neutral
the early part of has brought back the harsh reality that our surroundings are unstable change is a constant and uncertainty unavoidable,negative
with the outbreak of war in europe and a stifling inflation last year seems so far away already that pausing on it in an annual report feels slightly futile,negative
however reflecting on the past may still provide some guidance for us in the present,neutral
in many ways was a year of two halves,neutral
navigating through the early part of the year proved demanding with our primary markets still heavily affected by restrictions in the wake of the corona pandemic,neutral
while part of our business was impacted significantly by temporary store closures and colleagues being sent home during winter and early spring br salling department stores malls starbucks carlos jr other parts benefitted positively from lockdown ftex bilka netto and online banners as customer behaviour continued to change following covid,neutral
combined these developments resulted in highly fluctuating sales and shifting footfall throughout the first half of the year,neutral
while the second half of the year may have seemed more stable it proved highly challenging to repeat the performance of the previous year as customers resumed pre corona shopping preferences until covid restrictions once again affected the markets in the closing month of the year turning retail upside down yet again,negative
with these events defining the year i am satisfied that salling group delivered a revenue of dkk billion in with an ebit of dkk billion and an ebitda of dkk billion for the first time,positive
on the back of the momentum gained in previous years salling group continues to be well positioned for the future following a strong,positive
i would like to extend a sincere thank you to our teams in stores warehouses and back office functions who worked tirelessly through constant change and a severely challenged supply chain ensuring distribution and delivering first class service to our customers every single day while keeping our strategy firmly on track,neutral
even though government closure of department stores malls restaurants and pure nonfood stores was lifted in early spring salling group chose a cautious approach to welcoming back customers and colleagues continuing to enforce a number of voluntary and mandatory precautions to protect them from the spread of the corona virus,neutral
as more than employees who had been sent home from their regular workplaces returned to the reopened stores they persisted in wearing face masks or visors followed regular routines for hand sanitation and hand washing and took part in the increased cleaning procedures in all stores while a number of them were deployed as special service staff helping customers to maintain safe distancing throughout the shopping trip and comply with all safety recommendations,neutral
salling group retained safe distance markings on the shop floors screens upholding physical distance between employees at tills and customers and separation at the end of the checkout line to ensure safety of customers when packing their goods,neutral
signs in stores informing about hygiene precautions were present throughout the year as the availability of hand sanitation at all entrances and exits was maintained,neutral
together with the national authorities salling group took several initiatives to increase the level of vaccination to help battle the spread of covid making it highly accessible for staff to get vaccinated at or close to their workplace,positive
in september salling group increased collaboration with health authorities and made space in bilka hypermarkets across denmark to allow medical staff to vaccinate customers who wished to receive a first shot or a second boost,neutral
salling group continues to conduct close dialogue with authorities on how to play an active part in battling the pandemic,neutral
running a financially sustainable and resilient business remains our number one priority as we believe that a financially robust business is a prerequisite for backing our ambitions within climate change health and responsible procurement,neutral
without the ability to actually invest in improving the world around you your ambitions remain thoughtful intentions,neutral
at salling group sound business goes hand in hand with our promise to help impact the planet positively,neutral
in we launched our climate ambition intensifying our investment and commitment to battle climate change by setting targets covering all our activities both upstream and downstream across scopes and,neutral
we expect our targets to be approved by science based targets initiative in and we will commit to net zero emissions in our full value chain by by reducing own emissions helping customers engaging employees and committing suppliers to reduce emissions,neutral
our aim is to contribute to the common ambition to limit the global temperature rise to degrees by living up to the paris agreement,neutral
last year salling group committed itself to the science based targets initiative sbti and at the same time entered into partnership with the carbon disclosure project who will assist us in keeping track of our supplier engagement,neutral
in early following the russian invasion of ukraine we decided to accelerate our energy transition speeding up our investments in shifting from oil and gas to renewable sources and limiting our energy consumption,neutral
a total of dkk billion will be invested in the transition until,neutral
for several years now salling group has advocated for climate labelling of food in retail and in we took the step to test climate labelling and customer climate guidance in netto denmark,neutral
having already sponsored the climate database by the green think tank concito through the salling foundations the purpose of the test in netto stores was to collect data on potential changes in customer behaviour and share it with politicians customers and colleagues in retail as authorities continue to work on a sector wide model for labelling,neutral
following a six month trial the test showed encouraging results as sales of climate burdensome goods such as beef cold cuts and avocado were down between and while fruit and vegetable sales in general went up,neutral
before the test of the interviewed customers felt they lacked information regarding climate friendly food shopping favoured the idea of general climate labelling while received the tested solution favourably,neutral
salling group will maintain our push for climate labelling covering the whole industry and continue to play an active part in developing shared solutions through close collaboration and partnerships with our customers employees suppliers partners and authorities,neutral
last year salling group delivered on several key components of our strategy not least within food online and the expansion of our presence in the polish market through netto,positive
in march salling group received approval from the polish competition authorities on a deal with uk retailer tesco to acquire distribution centres and stores with formal closing of the deal conducted shortly hereafter,neutral
the deal constitutes a cornerstone in the ambition to become the fastest growing discounter in poland and achieve a top position in the polish market,neutral
in all of the acquired stores were transformed in accordance with the modernised netto concept while completely new netto stores opened in poland adding a total of stores to our discount banner,neutral
the conversion rate has required an enormous effort internally and i congratulate my colleagues across the organisation for their massive role in a groundbreaking year for our polish business,neutral
the last tesco store was closed in october and i would like to take this opportunity to highlight the professionalism of the former tesco employees in handling the transition while i thank them for their contribution as well,neutral
the roll out continues in when salling group expects to add another stores to the polish netto store portfolio,neutral
also saw salling group increase its presence and market share within food online in denmark significantly with the launch of ftex home delivery and the continued expansion of bilka togo through increased capacity in hyper markets and the introduction of pick up stations across the country,positive
ftex home delivery rapidly established itself as a factor in the market differentiating itself with a customer offer based on access to the same low leaflet prices as in ftexo physical stores an increased online assortment distribution by chilled delivery vans and not least service personnel from ftex delivering the groceries at customerso door step,neutral
at the end of the year ftex home delivery covered zealand with further expansion planned over the coming years,positive
salling group continued to invest significantly in our strong foundation with the roll out of the netto concept in both denmark and germany now encompassing of the store portfolio,positive
in both markets netto won market share throughout with netto being the only discounter in germany who was able to achieve this,neutral
br sustained its development through the introduction of new playful store universes while bilka and ftex both picked up market share ftex furthermore introducing its new and focused strategy,neutral
the roll out of the salling private label continued and the own brand now covers more than products across ftex and bilka,neutral
several ambitious initiatives were undertaken in supply chain logistics with the insourcing of all bread deliveries in denmark the integration of two warehouses in poland the roll out of a new inventory management system in germany and one of the groupos largest ever investments in the expansion and modernisation of the fully automated netto warehouse in eastern denmark supplying around stores on a daily basis,positive
looking back at it is particularly pleasing that salling group was able to execute on a number of important strategic priorities that will shape the group in the future while simultaneously harnessing the foundation of the group further and delivering solid results,positive
we have used our ability to run a sound business to take greater responsibility for the world around us and have made it possible for our owners the salling foundations to continue their donations to cultural charitable educational and research activities,neutral
we fully acknowledge that we have an opportunity and an obligation to reach out and assist our stakeholders where possible and we will continue to do so in the future,neutral
the true measure of our development going forward will not be to just build on our financial performance but to act unselfishly in accordance with our values to the greater good of the surrounding communities,neutral
this is an ambition shared by all employees in salling group and while i thank and congratulate everyone involved with salling group for a strong effort in a challenging year i also challenge all of us to maintain the positive development of the company and to further build on the position we have in peopleos everyday lives,positive
over the last months we have witnessed soft demand and a gradual normalisation of global freight markets,neutral
within this environment we utilised our flexible business model and our dedicated employees delivered solid financial results,positive
was also a year when we announced an exclusive logistics joint venture with neom company fine tuned our organic growth strategy and developed our decarbonisation roadmap,positive
dsv is in good shape for jens lund to succeed as group ceo and continue to deliver on our long term ambitions,neutral
we delivered a solid set of results in a year where global trade volumes and freight rates were in decline and freight markets highly competitive,positive
our gross profit for the year amounted to dkk million and our operating profit before special items was dkk million in line with our financial guidance for the year,positive
our adjusted free cash flow for totalled dkk million and roic compared to last year,neutral
read more about our group results on pages,neutral
the decline in earnings was expected after recent yearso extraordinary market conditions,negative
the normalisation had the most significant impact in our air sea division where a general macroeconomic slowdown and reduction of global inventory impacted activity levels significantly,neutral
across all three divisions we delivered a strong performance,positive
during the year we have utilised our flexible business model adjusting capacity when needed and we maintained our focus on delivering good service and creating value for our customers,neutral
we began under a cloud of uncertainty amid high inflation and rising interest rates,negative
these macroeconomic factors alongside the normalisation of market conditions had a significant impact on trade volumes,neutral
towards the end of we saw some improvements in volumes but a real pick up in demand did not materialise,neutral
geopolitical conflicts and regional instabilities impacted our operations and added to existing economic uncertainty,negative
the war in ukraine and subsequent sanctions on russia continued to exert pressure on trade flows and impact commodity prices,neutral
more recently the israel hamas conflict has led to further regional unrest,neutral
and as we write this recent attacks on commercial ships in the red sea continue to disrupt access to the suez canal,neutral
this has caused new unrest and is a clear reminder that global supply chains are fragile and that we must be flexible and do our part to keep supply chains flowing,neutral
within this ever evolving and competitive landscape it is essential that we have a clearly defined strategy to navigate towards future growth,positive
we have built a strong foundation via several acquisitions and we continue to have appetite for m a,positive
this goes hand in hand with our focus on organic growth and our aim to increase our market share across our divisions,positive
in we strengthened our network services for the global air and sea markets as well as the european road market,neutral
we are already seeing positive results from these efforts and we will continue to develop these business areas,positive
another important component of our growth strategy is a more customer focused approach,positive
recent supply chain challenges have reinforced the importance of being able to understand our customerso industries and address their unique challenges,neutral
to this end we are strengthening our commercial approach with even greater emphasis on industry specific solutions,neutral
it has also been exciting to witness new technologies such as our ai factory being utilised within our organisation this year,neutral
digitalisation and efficient infrastructure are key enablers for growth in our industry and we have developed long term strategies for these areas to support supply chain visibility for our customers and enhance our own productivity,positive
in we announced a new joint venture with neom company which is developing the neom region in saudi arabia,neutral
it is a one of a kind project and our role will be to provide transport and logistics services in the coming years,neutral
the neom joint venture represents an important strategic growth opportunity for dsv both in the middle east and our global network,positive
we are proud of this exclusive agreement and look forward to getting it up and running which is expected to be in the second quarter of,neutral
as a global organisation we must ensure that consistent human and labour rights protections are in place across all operations,neutral
dsvos policies and values also extend to the neom joint venture which will be operated under the same human rights policy and safe working standards that we have in place across our global network including our existing subsidiaries in saudi arabia,neutral
early in we updated our mid term targets and committed to reaching net zero carbon emissions across our operations by,neutral
in we developed carbon roadmaps providing milestones and outlining the main tools initiatives and technologies required to address our decarbonisation targets,neutral
our roadmaps set a clear framework for each division to align our climate action for scopes,neutral
during the year we supported several new sustainability initiatives through funding from our internal co fee programme and introduced dsv energy with the aim of utilising our facility rooftops for renewable energy production,neutral
to meet our future targets we must collaborate with our customers and suppliers,neutral
our green logistics services continue to evolve enabling customers to decarbonise their supply chains and get closer to their emissions targets,neutral
we have been on a fantastic journey together since and would like to take this opportunity to thank our customers suppliers and partners for their support and confidence in dsv during jens bjright nowos almost years as group ceo,neutral
we would also like to thank our many dedicated dsv colleagues around the world who have been and continue to be central to dsvos growth and success,positive
whatever the market challenges we will encounter in we have a strong team and have established a solid foundation for dsvos continued growth in the coming years,positive
at iss we want to make a difference to the success of our customers and the lives of our employees,neutral
in that difference was made abundantly clear during the global pandemic and our key role as a partner in connecting people and places to make the world work better will continue to be central in the post covid recovery,neutral
along with the entire world iss was affected by the global coronavirus pandemic in,neutral
during this challenging year our focus was squarely on business continuity for customers and the health and wellbeing of their employees and our own,negative
with our own people at customer facilities trained equipped motivated and working to high standards we have been able to offer customers a unique level of transparency and agility in responding to the crisis,negative
our customers have been overwhelmingly positive about our response to the covid crisis which has showcased the strength of our self delivery model as well as large outsourcing partnerships with a single point of contact for facility management,positive
making the world work better as a global leader in facility services and workplace management we play a key role in society,neutral
when the pandemic radically changed our ways of working our people cleaners technicians chefs and other service professionals contributed significantly to keeping workplaces and essential infrastructure running including hospitals pharmaceutical production facilities and data centres,neutral
the societal impact of iss frontline colleagues every day is central to our value proposition to customers,neutral
in we addressed the full range of customer needs around the workplace during the pandemic,neutral
with our back to work concept we provided a complete set of solutions for protecting the workplace against infection redesigning places to meet social distancing requirements and helping customers scale up or scale down their on site activities,neutral
focus on cleaning and hygiene increased significantly among customers,neutral
to meet this demand we introduced pure space an iss product that leverages technology and data to evidence cleanliness troubleshoot the risk of contamination and influence the right behaviour,negative
above base and project work revenue on key accounts increased organically by and respectively driven by deep cleaning and disinfection,neutral
strategic focus on key accounts confirmed in our retention rate for key accounts was,positive
our long term mutually beneficial partnerships with key account customers are particularly resilient in tough times,neutral
organic growth for key accounts was vs for non key accounts,positive
in we won a new year integrated facility services ifs contract with a large international industry and manufacturing customer corresponding to approx,neutral
we also won expanded and renewed contracts with major players in banking professional services healthcare and transportation infrastructure,neutral
it is with these key account customers that our value proposition resonates most strongly,neutral
facility management and workplace services including globally leading cleaning solutions have become more important to customerso strategic agendas,positive
long term key account partnerships are more likely to be built around ifs and a mutual aim to attain excellence through quality efficiency and compliance,neutral
that results in greater value for everyone our customers our people our investors and society at large,neutral
sharpening our focus with oneiss in response to an unsatisfactory financial performance in recent years we launched a strategy refresh in december,neutral
the oneiss strategy confirms our key account focus and ifs business model while sharpening our approach to select customer segments accelerating technology investments and introducing a new globally aligned operating model,neutral
these changes will allow us to use our global scale to drive superior value for all our stakeholders,neutral
in the process we will become the most respected global leader in integrated facility services and strengthen our position as global number one in cleaning,neutral
executive group management egm saw significant change as well,neutral
we said goodbye to group ceo jeff gravenhorst at the end of august after years in the business,neutral
on behalf of iss we want to extend once more our special thanks to jeff for his lasting achievements he has built the foundation upon which our new strategy will launch us into the future,neutral
a new strengthened egm was announced in december to deliver on the oneiss strategy and transformation,neutral
the team comprises a strong mix of seasoned internal talent and external additions with diverse backgrounds broad expertise and new capabilities and will ensure we deliver on the goals and ambitions of our oneiss strategy,positive
our financial performance with the dual impact of coronavirus and malware attack was a year without precedent in terms of financial performance,neutral
full year organic growth was and was thereby only the second year in our year long history with negative growth,positive
the loss of revenue was driven by lockdowns and significant restrictions in all major markets particularly impacting our food services,negative
adjusted for restructuring and one off costs of dkk billion our operating margin came in at in line with our latest financial outlook,neutral
restructurings were part of our response to the pandemic along with certain actions targeting our operational challenges to prepare the business for the future,neutral
free cash flow was dkk million impacted by our operating losses but supported by strong focus on collections and strict investment discipline,positive
in spite of an exceptionally difficult year we have laid the groundwork for a stronger financial performance in the future including through our oneiss strategy which will ensure we strengthen our execution,neutral
the post covid global ifs leader with the impact of the covid pandemic on workplaces partnership with a strong integrated facility management provider has become more important than ever before,positive
our role in these partnerships is not just to deliver world class services but to serve as a key strategic adviser to customers in how to bring their real estate strategies and workplace cultures to life,positive
as we move towards a post covid world hopefully taking big strides in that direction in this strategic relationship will only increase in importance,positive
the role of the workplace in attracting and retaining talent will only increase but now the concept of where we work has broadened,positive
according to our workplace study up to of participants are expected to follow a partially hybrid remote model post pandemic,neutral
customers are grappling with how to bring employees back into the workplace while also establishing new ways of working that seamlessly connect e g,neutral
corporate offices with the home base to ensure people are healthy happy and engaged,neutral
technology will play a key role in our ability to bring the workplace into the post covid era,neutral
our ambition is to become the worldos best tech enabled facility services company,neutral
we are therefore increasing investment in our digital capabilities and it architecture while accelerating roll out of customer facing tools,neutral
improved collection and use of data and insights from across the globe will drive better quality outcomes for customers which includes providing them with even more value from the integration of our services,positive
with continued strong demand for integrated facility services in particular cleaning increased focus on the workplace as a driver of corporate culture and collaboration and ongoing needs to reduce costs the market for outsourcing will grow in the years ahead,positive
we are well positioned in an attractive usd billion key account market where our modest market share of leaves plenty of room for growth,positive
in iss is in a unique position to further bring to life our purpose connecting people and places to make the world work better and continue to strengthen our role and responsibility in society for the duration of this global pandemic and far beyond,neutral
thank you for your continued support,neutral
was an eventful year at jyske bank a historic net profit of dkk bn a successful integration of the former handelsbanken denmark acquisition of pfa bank goodbye to anders dam after years as ceo and resumption of capital distribution to the shareholders,positive
the profit in exceeded that of the record setting year and was supported by both the integration of handelsbanken denmark a higher interest rate level and a favourable development in the financial markets,positive
the coming year will be characterised by prospects of lower interest rates and the work with an update of the groupos business strategy which will ensure that jyske bank will continue to make a difference for both clients employees and shareholders o says lars mrch ceo and managing director,neutral
jyske bankos earnings per share rose by to dkk in and thus exceeded the record setting year,positive
the increase was particularly due to the acquisition of handelsbanken denmark a higher interest rate level and a favourable development in the financial markets,positive
moreover the very solid credit quality was maintained,positive
in addition the distribution of a dkk m dividend marked a resumption of capital distribution to shareholders,neutral
going forward we endeavour to distribute a dividend in the region of of the shareholderso results,neutral
the annual dividend may be supplemented by share repurchases contingent on jyske bankos capital position,neutral
the integration of the former handelsbanken denmark was successful,positive
we estimate that the acquisition of handelsbanken denmark has already attained the target of a contribution to the groupos pre tax profit at dkk bn p a and the potential for the pre tax profit is at the present interest rate level estimated to be approx,positive
dkk bn above the original expectations,neutral
the acquisitions of handelsbanken denmark in and the pfa bank in mirror jyske bankos ambitions of high quality growth and profitability,positive
the organisation has in an exemplary manner lifted the many tasks in connection with the integration,neutral
this took place in a constructive cooperation with handelsbanken and the data vendors bec and bankdata,neutral
all planned organisational mergers have been implemented and the integration and costs involved proceeded according to expectations,neutral
many colleagues have made targeted efforts for clients to experience the best possible transition to jyske bankos systems in connection with the it migration at mid november,neutral
in addition we ascertain an increase in job satisfaction among the groupos employees in the annual employee survey,positive
in voxmeteros image survey jyske bank reported the largest advance among danish banks and we still focus on ensuring good client experience,neutral
over the year the value proposition to the clients was improved even further particularly with respect to investment and housing to personal clients and insurance solutions to corporate clients,positive
several of the initiatives go hand in hand with the stronger business volume within asset management and wealth management advice which was a result of the acquisition of pfa bank as we welcomed new colleagues and clients on october,neutral
all in all we have got off to a good start forming jyske bank of the future,neutral
jyske bank has good opportunities of becoming an even stronger business,neutral
jyske bank should not be changed fundamentally from one year to the other,neutral
but with due respect to our business we will based on jyske bankos strengths work on an update of the groupos business strategy towards the end of,neutral
jyske bankos target is to be an active and constructive part of the green transition and jyske bankos target is net zero co emission across business oriented activities in the form of loans and investments not later than in and respectively,neutral
in addition jyske bank aims at lending growth contributing to offset climate changes and the co emission from jyske bankos own activities must be reduced by from to,positive
jyske bankos performance in was highly satisfactory,neutral
with net profit of dkk bn corresponding to dkk per share was a historically good year for jyske bank with a return on equity of,positive
earnings per share rose by compared with the record breaking year in,positive
the increase was boosted by higher core income due to considerable growth in net interest income,positive
