Sentence,Sentiment
fb small long via calls,positive
again the most significant sales increase of was in russia,positive
finnish component supplier componenta corporation omx helsinki cthv said on monday june that it is changing its pricing cycle due to the increase of raw material prices,neutral
financial strategic and operational factors are considered,neutral
gs slides on balance sheet worries,negative
july finnish steel maker rautaruukki oyj hel rtrks or ruukki said today it turned to a net profit of eurm in the second quarter of from a net loss of eurm in the corresponding period last year,positive
as an overall effect of the above mentioned measures glaston will recognize non recurring expenses of eur million in the fourth quarter of,neutral
operating profit rose to eur mn from eur mn in the corresponding period in,positive
the company reported net sales of mln euro mln and an operating margin of pct in,neutral
merged lse and deutsche barse would be led by germany s kengeter,positive
the total delivery volume of paper businesses in was tonnes up from tonnes in,positive
with the acquisition the company will expand its offering to north central and south america it said,positive
together with latvia cramo will operate rental outlets in the baltic states,neutral
the value of the contract is about eur m poyry headquartered in vantaa finland provides consulting and engineering services to the energy forestry and infrastructure environment sectors,neutral
subscribers can browse free numbers with their handset and select the numbers packages and services they prefer when activating the phone,neutral
connectivity services include outsourced scan and capture which transfers paper invoices into electronic format and basware business transactions service enables the customer to receive and send invoices in an electronic format,neutral
at the same time sales development in russia was boosted by the opening of stockmann nevsky centre in st petersburg,positive
the board of directors proposes to the shareholders meeting on march that the company would pay dividend for the financial year january december eur per share,neutral
rbs chairman admits surprise at size of regulatory penalties,negative
ramirent finland is the domestic unit of machinery rental company ramirent oyj hel rmrv,neutral
like all other mechanical pipettors from biohit also proline plus is ce ivd marked and comes with a year warranty,neutral
the invention carries international patent publication no,neutral
blyk is launching first in the uk market in mid with other markets to follow,neutral
petrofac books further am cost for shetland gas terminal delays,negative
swedish engineering consultant firm etteplan is to establish a unit in town borl nnge by the turn of the month march april,neutral
the agreement was signed with biohit healthcare ltd the uk based subsidiary of biohit oyj a finnish public company which develops manufactures and markets liquid handling products and diagnostic test systems,positive
finland s poyry energy has won a contract to advise builders of a new cogeneration power plant in lithuania s second biggest city of kaunas and to supervise the construction process,positive
dlerch lol fmcn back under darn those shorts no chit sherlock,negative
the total value of the deliveries is some eurm,neutral
also bmo had just initiated incy with an outperform yesterday while several other firms all reiterated buy ratings,positive
nordic infrastructure construction is one of our strategic growth areas,neutral
these share transactions are part of the company s strategy of relinquishing assets that are not part of its core business,neutral
companiesandmarkets com provides a wide range of research reports industry statistics and competitive intelligence on the industrial sector,neutral
technopolis has finnish operations in oulu vantaa espoo lappeenranta jyvaskyla and tampere and is also preparing to expand its operations to russia,neutral
eps from continuing operations came in at eur up from,positive
when open next year it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat,positive
european stocks hover near week low dialog and bhp slump,negative
the value of the deal is estimated at between sekm and sekm,neutral
the company said that its investments in the new market areas resulted in sales increase in sweden poland russia and lithuania,positive
the output of the contracts totals mwe,neutral
yelp this goes green and so many shorts are toast,positive
the new kroksberg railway tunnel will be built on a new section of track between harnosand and veda forming part of the line that follows the coast of the gulf of bothnia,neutral
vivus vvus bear raid in effect stock down,negative
erkki jarvinen president of rautakirja and the head of the sanoma trade division will leave his current tasks in spring for a similar position outside the sanoma group,neutral
red daily triangle on shor scaling up on long position http stks co rs,positive
fortum is now considering taking part in nuclear energy projects outside of finland,neutral
the joint venture to be called nokia siemens networks will be comprised of nokia s network business group and siemens carrier related operations creating estimated synergies of billion euros billion by nokia said,positive
the company operates through four principal divisions consumer packaging office papers speciality papers as well as market pulp and energy,neutral
zip experts warned tuesday,neutral
tesco shareholders back itv head for chairman,positive
subscribers of china unicom the nation s second largest mobile phone operator after china mobile are expected to release pictures videos and blog on the internet via mobile phones as of march,neutral
currently the quarterly applied surcharges differ significantly from the actual market prices,neutral
kndi break that hod on volume and we have a nice consolidation completed for another run,positive
the parties have also agreed that l nnnen tehtaat has the right to sell the remaining shares in suomen rehu to hankkija maatalous months after the purchase of the majority holding at the earliest,neutral
complete name of the shareholder otto henrik bernhard nyberg further information the amount of shares now transferred corresponds to of the total number of shares in aspo plc,neutral
unc charlotte would also deploy ssh tectia connector to enable secure application connectivity,neutral
also chile is an important market area for forest machine companies,neutral
the developers of that project predict that once it is completed in april skanssi will attract some million visitors annually,positive
the most popular mobile data services are email surfing the internet as well as news and weather services,neutral
telecom has a foreign investment limit of but it appears that mobile vas does not which means that tecnomen can pick up as much as,neutral
following the increase the company oeur tm s capital totals mln romanian lei mln mln euro,neutral
radiation and today is a full service house expert in radiation and nuclear safety issues,neutral
tesla motors recalls model x suvs tsla https t co xdgraexkkz,negative
finnish flexible packaging manufacturer suominen corporation reports net sales of eur mn in the first quarter of compared with eur mn a year earlier,positive
new delhi february korteniemi anneli helokunnas tuija peltola marjo keskinen jukka salminen jussi tusa kia and janhonen risto of nokia telecommunications oy espoo finland have developed cable adjustment device,neutral
amzn period rsi is down at just read connors book on trading strategies,positive
koff s market share of the volume of the market was karhu s,neutral
pge belchatow runs the gw belchatow coal fired power plant and fortum has intentions to start a ccs demonstration project jointly with teollisuuden voima oyj tvo another finnish utility at the their jointly owned mw meri pori coal fired facility,neutral
the board of directors was authorized to decide on other terms of the share issue,neutral
net income from life insurance rose to eur mn from eur mn and net income from non life insurance to eur mn from eur mn in,positive
can christmas save sainsbury s plc and tesco plc,negative
in the group s net sales stood at eur million and it had about employees,neutral
the program included operational improvements and reductions in personnel mainly in the netherlands,neutral
our customer has been satisfied with basware invoice automation solution and extends the implementation to new geographies,positive
the growth of net sales has continued favourably in the middle east and africaand in asia pacific,positive
the company will propose a dividend of eur per share for,neutral
amcn pushing highs,positive
both operating profit and net sales for the month period increased respectively from eur m and eur m as compared to the financial year,positive
key shareholders of finnish it services provider tietoenator oyj on friday rejected a hostile eur billion billion offer from buyout shop nordic capital giving new life to a possible counter offer from blackstone group lp and norwegian telecom telenor asa,positive
currently the company uses eight similar reach stackers and four empty container handlers by konecranes,neutral
aapl wants lower up waves getting smaller on the min,negative
the planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill,neutral
basic banking activities continued as normal,neutral
raisio is the site of the main production plants as well as company headquarters,neutral
tesco sells blinkbox and broadband service to talktalk,positive
in switzerland teleste have been an established supplier of products for a long time and its primary customers include cable and fiber to the home ftth operators,neutral
the composite body is coated with a hard coating layer produced by thermal spraying and the coating is ground,neutral
sales fell abroad but increased in finland,neutral
fiskars will be undertaking community projects throughout the uk and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects,neutral
elcoteq se stock exchange announcement february at am eet elcoteq will publish its financial statements bulletin on wednesday february at am eet,neutral
nasdaq sets up for breakout part ii via allstarcharts http stks co nv goog amzn qcom,positive
the aim is an annual improvement in ruukki construction s operating profit of more than eur million usd m starting in,positive
our in depth expertise extends to the fields of energy industry urban mobility and water environment,neutral
uk housing market steadies after brexit dip persimmon says,positive
ponsse will divide its sales and maintenance service network into six geographical areas,neutral
after the transaction alma media raised its stake in talentum to of the shares and some of voting rights,positive
why i would buy arm holdings plc and bhp billiton plc today,positive
aapl http stks co ldx clearing this descending trend line buy area now,positive
novartis buys remaining rights to gsk treatment in deal up to billion,positive
it s even a little bit higher than yara s multiples on itself an analyst in helsinki said,neutral
teollisuuden voima oyj the finnish utility known as tvo said it shortlisted mitsubishi heavy s eu apwr model along with reactors from areva toshiba corp ge hitachi nuclear energy and korea hydro nuclear power co,neutral
lifetree was founded in and its revenues have risen on an average by with margins in late s,positive
the shares subscribed will be eligible for trade on the following day from the registration,neutral
handelsbanken ranked before local cooperative banks and aktia in customer loyalty this time too however,positive
one of the opportunities would be to bring all baltic meat processing to rakvere like processing was concentrated at the vantaa meat packing unit in finland the paper wrote,neutral
renatta frvan kjepeneter rptl strong close plnr coming,positive
this action follows personnel negotiations concerning elcoteq se finnish branch elcoteq finland oy and elcoteq design center oy,neutral
currently it operates a fleet of eight carriers as well as nine pushers and barges,neutral
profit taking on aapl this morning that has to be the pressure on the stock i am still bullish on aapl,positive
the capital structure of solidium may be complemented by other financial instruments in the future,neutral
the transaction is planned to be financed with a eurm market based loan granted by standard chartered bank hong kong,neutral
jon risfelt has previously held operational executive positions in europolitan ericsson sas american express card and travel divisions as well as nyman schultz ceo vodafone sweden ceo and gambro renal products ceo,neutral
mugatushair now it is time to short tsla,negative
the contract involves refurbishing the bathrooms of units as well as re plumbing their water and sewer pipes,neutral
the total project duration is three years and it is valued at some eur m,neutral
the total floor area of the plant expansion is square metres,neutral
printed fabrics and related design expertise have always been the core of marimekko s business and brand,neutral
dnn picked some up like this going into,positive
in january september fiskars net profit went up by year on year to eur million and net sales to eur million from eur million,positive
tulikivi manufactures heat retaining soapstone and ceramic fireplaces as well as natural stone products and utility ceramics,neutral
we have a group of volunteers made up of digicel employees who will manage the distribution over the next week they will distribute the tents to more than organizations digicel haiti ceo maarten boute said,neutral
hcp come to the party and buy this going to give solid gains and a dividend,positive
the phones are targeted at first time users in growth markets,neutral
revenues at the same time grew percent to million euros,positive
drugmaker shire to buy baxalta for billion after month pursuit,positive
full year net sales are expected to increase by approximately the company said,positive
fb nice buyable intraday dip right here,positive
brooklynbandit simo basing nice a close over is bullish qqq spy study watch for a close near hod currently up up,positive
via the takeover panostaja further expands its business area specialising in digital printing which since previously consists of the subsidiaries kopijyva oy and sokonet oy,positive
according to deputy md pekka silvennoinen the aim is double turnover over the next three years,positive
the proposal of the shareholders to elect mr hannu krogerus to the board is based on his long and unrivalled experience and knowledge of all matters related to elcoteq,neutral
the company s board of directors would propose a dividend of eur per share for,neutral
he said things will be different when new finnish nuclear power stations go into operation and the large hydro powered stations of northern europe have a good year,neutral
marimekko is considering further measures in the matter,neutral
why twtr is doomed in chart fb goog https t co mpylireqjh https t co nlczawdohp,neutral
n group will pay eur m of the transaction price upon closing and the remaining sum in,neutral
vehvilainen who is currently the chief operating officer at nokia siemens networks will join finnair on january and take over as ceo effective february,neutral
our canned preserved food in finland report offers a comprehensive guide to the size and shape of the market at a national level,neutral
the economic occupancy rate of sponda s property portfolio rose to from in,positive
the value of the contracts is about eur mn,neutral
marketsshire up and baxalta up on bn deal,positive
finnish bank of aland will launch its long term pension savings account at the beginning of june,neutral
alexandria va november risto kontturi of rajamaki finland and jari ylinen of hyvinkaa finland have developed an automated transportation system with a user controlled transport selection,neutral
he does not believe however that hkscan or atria will start to use imported meat as finnish consumers prefer domestic products,neutral
we are selling an information systems development business to the finns,neutral
rushydro has an agreement to transfer its stakes in oesk and the five ercs into the trust management of inter rao,neutral
kaleva kustannus oy business id has according to its notice on august acquired alma media shares,neutral
glaston headquartered in tampere finland is a growing and international glass technology company,neutral
mformation and nokia noted they have established interoperability agreements that cover commercially proven standards based management of mobile devices as well as mobile device security and mobile application management,positive
buyback not trending right cpix spending more as shares pricier hopefully will pull back w q closing vwap,negative
the original name componenta am nl as a subsidiary of the finnish componenta group has been changed to am nl components and the company has seen a growth in q in comparison to q,positive
helsinki afx salcomp the mobile phone charger manufacturer said it has appointed markku hangasjarvi as its new ceo following the resignation of mats eriksson,neutral
navteq has a commanding lead in installed map data systems in north american vehicles and may be the leader in turn by turn navigation data offered by services such as onstar in north america said analyst phil magney of telematics research group in minnetonka minn,positive
companies evaluated in the report include aladdin ca f secure kaspersky marshal mcafee microsoft panda proofpoint sophos symantec trend micro tumbleweed and websense,neutral
around percent of the world s ro ro fleet is over years old and needs to be scrapped for environmental reasons,neutral
in the first quarter of the mark to market result was a pretax profit of eur million versus a loss of eur million in the same period last year,positive
aldata solution oyj stock exchange release august at am aldata shares subscribed for with stock options a total of new shares of aldata solution oyj have been subscribed for with the company s a stock options,neutral
the insolvency act regulates the amount of debt that borrowers are permitted to write off,neutral
the investment will be worth approximately eur mn,neutral
the company is presently examining whether the project would be financially feasible,neutral
also lemmink ninen s profit for accounting period went up to eur mn from eur mn a year ago,positive
the start of the negotiations relating to glaston s efficiency program was announced in october,neutral
the continued operations mean the structure after the restructuring of the aspocomp group including aspocomp oulu and the headquarter operations,neutral
the reasons behind the estimate include the rise in rent levels and several fully leased office and retail properties which were completed and added to the company s investment property portfolio,neutral
the shares carry a right to dividend and other shareholder rights as from their registration with the finnish trade register,neutral
nflx i say it is time to short at this point,negative
nd raise this year bvhealthcare qcor questcor increases quarterly cash dividend percent http stks co goan,positive
aviva shuts friends life head office in rapid integration move,neutral
the division also includes joint sales marketing and controlling functions for these units,neutral
outotec s delivery covers the engineering supply and construction of a circulating fluid bed calcination plant with a capacity of tons of alumina per day,neutral
the gypsii mobile social networking application is available in china with both chinese and english language support,neutral
qpr processguide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version qpr processguide xpress,neutral
x marks the recall tesla recalls modelx for faulty rd row seat https t co hsqdovry tsla https t co cscnzebb,negative
a agreement expired earlier this month,neutral
loading spy and aapl puts think were toppy imho,negative
so far mr galvan he has been able to avoid laying off workers,positive
the measures result from the statutory joint negotiations with employees which started in february and concerned all operations in the country,neutral
when the negotiations were started neste oil anticipated that people would be affected,neutral
aapl double bottom could be in keep in mind,positive
f secure internet security is a security service for surfing the web online banking and shopping e mail and other online activities,neutral
orion pharma s operating profit increased by from,positive
the changes will take effect on january and they are not estimated to have an impact on the number of employees,neutral
the recruitment is related to the relocation of stora enso s research operations to karlstad central sweden,neutral
this new representation extends comptel s global presence to a total of countries serving over customers in over countries worldwide,positive
elisa corporation will disclose its financial statements for on thursday february,neutral
the company which makes garden tools scissors and other consumer goods said earnings were boosted by mln eur of income it received from its pct shareholding in finnish engineering group wartsila,positive
the deliveries are scheduled for the summer and autumn of,neutral
lule n municipality has awarded yit a year contract for property management of about one third of the municipality s properties with a total area of sq metres,positive
gsk and novartis complete deals to reshape both drugmakers,positive
it is expected to be online by,neutral
legal general arm buys pct stake in mediacityuk in manchester,positive
quality chargers under chargz brand are sold in selected retail stores and other sales locations world wide,neutral
passengers rise at easyjet and aer lingus,positive
operating profit rose to eur mn from eur mn,positive
central europe is an important market area for honka,neutral
a total of million will be invested in the project,neutral
motorola accounted for percent of the south korean handset market as of the end of april samsung held percent and lg electronics percent according to korea based atlas research group,neutral
iff technical alerts stochastic sell signal dma support and dma support http stks co pqy,negative
on the basis of competitive bidding ooo kitai stroi the russian subsidiary of china state construction engineering corporation a construction company owned by china state has been selected as the main constructor,neutral
british american tobacco drops and sues pwc over pollution scandal,negative
the group posted net sales of mln euro mln and an operating profit of euro mln in,neutral
clothing retail chain sepp nl n s sales increased by to eur mn and operating profit rose to eur mn from eur mn in,positive
the facility consists of a seven year bullet term loan of mln euro mln and a mln euro mln five year revolving credit facility,neutral
in terms of profitability and earnings was the best year in our history chief executive veli matti mattila said,positive
closing of such transaction took place today,neutral
the annual report will be sent automatically to shareholders holding at least sampo plc shares,neutral
upm kymmene is one of the world s leading printing paper producers with production in countries and a sales network covering more than companies,positive
the stable outlook reflects nokia s strong market position in the global mobile handset market strong cash flow generation and very conservative balance sheet said raab,positive
nokia will continue to invest in future development of qt for the benefit of all users both commercial and lgpl,positive
hitk resuming advance into new historical highs,positive
ntc has a geographical presence that complements ramirent s existing network and brings us closer to our customers in the east bohemia region in the czechrepublic,positive
metso is a global supplier of sustainable technology and services for mining construction power generation automation recycling and the pulp and paper industries,neutral
biohit oyj develops manufactures and markets liquid handling products and diagnostic test systems for use in research healthcare and industrial laboratories,neutral
new chairman of the board of directors mr chaim katzman will give a presentation and answer questions,neutral
viking line manages well with its current ferries,positive
when dialing in the participants should quote as conference id,neutral
the objective of the st petersburg office is first to boost the company s maintenance business,neutral
operating profit totaled eur mn compared to eur mn in the corresponding period in,positive
we have the most expensive water brand in finland at the moment,neutral
france t l com spent more time studying teliasonera than other potential takeover targets because it has a shareholder that wants to sell pellissier said,neutral
brk b spy all time high tomorrow k on the a shares dec,positive
marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop in shops,neutral
awr standard poor s affirms a credit rating at american states water company and golden state water company http stks co fp,positive
according to ceo kai telanne the company s newspapers achieved the best financial result ever,positive
seat belt recall who cares i am a buyer tsla,positive
randgold profit hit by poor gold price but dividend still increases,neutral
finnish raute precision that supplies weighing and dosing systems and plants is changing its name to lahti precision,neutral
aapl at resistance right here sold my shares will buy back if it dips or if it goes in the gap zone,negative
eurochem head of corporate finance alexander gavrilov said i am pleased that we have once again confirmed that eurochem is able to attract long term funds at attractive rates,positive
the robust growth was the result of the inclusion of clothing chain lindex in the group in december,positive
companiesdixons carphone to close uk stores as sales jump,positive
elcoteq dongguan was established in in the nancheng district of dongguan china and is one of elcoteq s four volume manufacturing plants in the asia pacific region,neutral
kraft cadbury s and britvic in total recall how pulling a product affects profit,negative
spy bull move ended waiting for next setup,negative
analysts impressed with progress at tesla s flagship factory co spent b on upgrades in https t co sabxcsncd by tsrandall tsla,positive
isrg break out confirmed bought leaps good trading,positive
the highest growth would be in china while weakening demand would continue in north america upm said,neutral
from business line may sriperumbudur may nokia s two key suppliers aspocomp and wintek are likely to start operations within three months in the nokia telecom park at sriperumbudur km west off chennai,neutral
i am not optimistic about amzn both fundementals and charts look like poopoo this quarter,negative
the ship cranes which will be manufactured by macgregor s partner plants in china will be delivered between for vessels ordered by chinese cosco german peter dohle and hong kong based cido shipping,neutral
finnish fibers and plastic products maker suominen corporation said its net loss from continuing operations narrowed to mln euro mln in from mln euro mln in,positive
ab inbev s latest bid said unlikely to win sabmiller s approval,positive
the company s equipment rental portfolio consists primarily of tools for small and mid sized customers in the construction industry,neutral
operating profit rose to mln eur from mln,positive
the segment has an annual revenue of approximately eurm the company said,neutral
we are very pleased with the fine co operation between the two countries in recent times he said,positive
cramo headquartered in vantaa finland rents construction machinery and equipment as well as rents and sells modular space,neutral
we also strengthen our existing partnership with cybercom says teleste cto esko myllyla,positive
on march stora enso refused to comment the news in any way,neutral
operating profit increased to eur mn from eur mn in the corresponding period in,positive
znga http stks co rdu looking for a test at resistance point cc cfrazierjr fletchtrade traders,positive
previously the company anticipated its operating profit to improve over the same period,positive
swot analysis is just one method of categorization and has its own weaknesses,neutral
merrill lynch analyst campbell morgan upgraded his recommendation on paperlinx from neutral to buy in may,positive
a coker crane will be supplied to tesoro corporation s golden eagle refinery in martinez california while a similar crane will be delivered to bp s castell refinery in spain,neutral
the group s month operating profit grew percent to million euros,positive
counter your competitor s strengths and target their weaknesses,neutral
lulu http stks co oi bounced off support early in week now indicators turning up rsi macd smi worth a look,positive
cargotec s business areas also include the container handling solutions business area kalmar and the marine cargo handling and offshore load handling solutions business area macgregor,neutral
we continued actively to focus r d and to position our offering away from point solutions towards dynamic end to end solutions ervio stated,positive
aapl has broken its downtrend but dma proving to be stiff resistance short term https t co vlzlgvihzv,positive
nordic business report january efore plc inaugurates new plant in estonia m communications ltd finnish power electronics manufacturer efore plc said on tuesday january that it was inaugurating its new plant in parnu estonia,neutral
the total value of the project is estimated to be over mln euro mln of which the services will be over mln euro mln and third party licences more than mln euro mln,neutral
reed elsevier share price slides on underwhelming full year results,negative
technopolis has set aside a plot of land measuring hectares to build the park mikkonen said,neutral
gypsii service supports ten different languages including korean and russian,neutral
the company turned to earnings per share eps of eur versus loss per share of eur,positive
the company does not at present hold any of its own shares,neutral
the estimated value of the deal is usd million,neutral
in future the plant will focus on the production of flange profiles for wind farm towers,neutral
revenue in july to september grew percent to euro million from a year earlier the company said thursday,positive
february finnish privacy and security software developer tectia oyj hel tecv said wednesday it has set up two strategic business units managed security and mobile authentication,neutral
sdm offers general rental equipment aluminium scaffolding power generator and hoists to customers in the construction sector,neutral
tsla bad day to short,positive
nokia controls more than percent of phone sales in india and africa and has a strong prosition on most other emerging markets,positive
cytx looks like an ascending channel on finfiz http stks co fr,positive
storengy is the gdf suez company that is dedicated to the underground storage of natural gas,neutral
panostaja owns a pct of share capital and the voting rights of suomen helasto shares following an exchange of shares which was carried out on may,neutral
the financial details of the transaction were not disclosed,neutral
the two companies will also partner in further developing raiso s cholesterol lowering brand benecol,positive
nugt gold above wow,positive
diageo sales disappoint as currency and comparatives leave bitter taste,negative
shares in bae systems hit month high on rating upgrade,positive
the transaction is expected to be finalized by dec,neutral
aria bounce player long above http stks co qwff,positive
the board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non responsive by the evaluation team,neutral
finnish aktia group s operating profit rose to eur mn in the first quarter of from eur mn in the first quarter of,positive
operators only need to learn how to use one device for multiple levels of applications including voice directed operations,neutral
rival companies gwr and watco eyeing ra w take over interest http stks co oxy,positive
net interest income was eur mn up from eur mn in,positive
cargotec s share capital after the increase totals eur,neutral
sophos aims to raise m in london ipo,positive
the new structure provides better communication faster decision making and cost savings proha said,positive
the new series a shares will become subject to trading on the helsinki stock exchange s main list together with the old series a shares on july,neutral
october finnish fishing tackle company rapala vmc corp hel rapv said today its net profit rose to eur m for the first nine months of from eur m for the same period a year earlier,positive
the remainder of its revenues will come from technology agreements with other firms interdigital said,neutral
tyrvaan sanomat published twice a week by tyrvaan sanomat oy appears in sastamala and kiikoinen,neutral
cargotec corporation press release april at p m finnish time cargotec s macgregor business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers,positive
juha haapakoski will continue as editor in chief with budget responsibility also with the new publisher,neutral
nordstjernan has used its option to buy another stake of salcomp s shares and votes,neutral
the net sales of healthcare trade business in were eur million eur million and operating profit eur million eur million,neutral
the tower it chose to add due to go into operation in the summer will increase total capacity to broadsheet or tabloid pages with the ability to run and page products side by side,positive
pcs digital guatemala has been using tecnomen s prepaid system in telgua fixed networks as well as code division multiple access or cdma and global system for mobile communication or gsm since,neutral
the company will disclose further details including the anticipated transaction timetable and the name of the new investor within one week,neutral
the number of collection errors fell considerably and operations speeded up,positive
insurer old mutual picks standard bank s hemphill as new ceo,neutral
broker tips rbs croda sage,positive
operating profit was eur mn up from a loss of eur mn a year earlier,positive
the reductions will be implemented immediately beginning in october,neutral
ebay had a nice breakout of the recent consolidation congrats to those who had it http stks co tad,positive
the contract includes heating plant equipment and associated installation work,neutral
kinder morgan and bp form joint venture limited liability company to purchase,positive
neste oil corp has signed long term procurement contracts with honkajoki oy and findest protein oy both owned by finnish food manufacturers for the supply of animal fat for biodiesel production at neste s b cd porvoo finland refinery,positive
the total investment in and is expected to amount to about eurm,neutral
mursula said they tried to gather macro economic perspective to see how malaysia was doing,neutral
the presentation material can be viewed on the company s website in english after the conference,neutral
finnish metso paper has won an order to supply an uncoated fine paper machine to mcc paper yinhe in china,positive
when completed the meter watchtower will be the highest building in ireland,neutral
galeria podlaska a shopping mall on wysockiego street in bia ystok is approximately percent leased or reserved,neutral
the product s front edge folding maximizes weather resilience and enables a seamless roof finish,neutral
intuitive surgical isrg is in a great financial position take a look https t co vahhjacbfg https t co hqtqxou,positive
dragonfly love is another video shot from start to finish using the nokia n,neutral
the new apartment block is going up very close to the city center explained chairman of the board of as yit ehitus priit sauk,neutral
refile hikma and barclays help britain s ftse to climb higher,positive
finnish stockmann group s mail order unit hobby hall has launched a trial marketing campaign in russia,neutral
utsi http stks co ur long setup reported very good earnings,positive
quartal oy now owns shares in satama interactive plc which represents per cent of the share capital and voting rights,neutral
demand was brisk as expected and order levels have remained high,positive
the company s order book stood at bln euro bln on september up by pct on the year with international orders amounting to mln euro mln,positive
barclays poised to replace sir mike rake as he heads for exit,neutral
barclays appoints jpmorgan s paul compton as new coo,neutral
aapl bounces off support it seems,positive
the estonian parliament was set to vote on amendments to the excise duty law on wednesday that would add kroons to the price of a liter of diesel and kroons to the price of a liter of gasoline from the start of,neutral
elcoteq has a proven track record in electronics manufacturing services ems and a global factory network coupled with modern manufacturing equipment and consistent systems and processes,positive
mtd mettler toledo ready for a breakout,positive
hsbc shakes up board with two new business chiefs three departures,neutral
the inventors are ridge justin bao yiliang and karczewicz marta,neutral
one can also apply for jobs directly from the ipad select which cv to attach and which covering letter is most appropriate for each position,neutral
in this way the industry s starting point has been the consumers needs,neutral
in it generated net sales of eur million usd m,neutral
published by globes online israel business news www globes online com on november copyright of globes publisher itonut ltd,neutral
the eurm contract includes both design and construction works,neutral
aapl beat the estimates will still go down on lack of new products https t co sxzuno,negative
delhaize le lion has selected the aldata g o l d vocal pda solution on the motorola wt pda terminal,neutral
according to the company its operating profit excluding non recurring items in the fourth quarter of was significantly better than expected and also better than the figures for the fourth quarter of,positive
these new units will be built at cargotec s state of the art manufacturing facility in san antonio texas usa which started operations in,neutral
september finnish waste management and recycling company lassila tikanoja expands its operations in russia by introducing its recently completed recycling plant in the city of dubna near moscow,positive
biohit already services many current genesis customers and the customer base is expected to expand as a result of this agreement,positive
update cib legal general sell egyptian life joint venture to axa,positive
this will be done domestically and in neighboring markets both organically and through acquisitions,neutral
news feedftse movers ashtead jumps on strong interims glencore bp in,positive
elite residence tower a new development by tameer is located at the heart of dubai marina,neutral
stocktwits kbkiwi tsla tesla model s sales exceed target profitability guidance amended upward http stks co jqw,positive
tesco sells half of stake in ecommerce site lazada to alibaba for am,neutral
baltic pearl cjsc a subsidiary of shanghai foreign joint investment company is developing a project in st petersburg comprising about a million square meters of residential space two hospitals and several schools and nurseries,neutral
approval by shareholders of cencorp in accordance with finnish law,neutral
the company said that it will supply the wcdma g hspa radio network including the modular high capacity nokia flexi wcdma base station in east java bali sumatra and batam,positive
rsh looking for first profitable quarter in years long strong,positive
mflx up pre mkt looks like gap has been filled lookin short opt here,negative
finnish forest machinery manufacturer ponsse has agreed with volvo on the start of cooperation in latin america,positive
february finnish broadband data communication systems provider teleste oyj hel tltv saw its net profit jump to eur m for the last quarter of from eur for the same period of,positive
on the route between helsinki in finland and tallinn in estonia cargo volumes increased by while cargo volumes between finland and sweden fell by,neutral
irish said chasing standard chartered rbs as brexit vote nears,positive
helsinki on october ssh communications security corp board of directors for further information please contact tomi laamanen chairman tel distribution nasdaq omx helsinki ltd,neutral
yoku high volume blast off friday goes higher http stks co qsal,positive
kemira headquartered in helsinki finland is an international chemicals group comprising the business areas kemira pulp paper kemira water kemira specialty and kemira coatings,neutral
chic and cheerful finnish design house marimekko has been sending its geometric textiles out into the world for the past years,neutral
the recovery of demand that started toward the end of continued in january march,positive
guangdong october sinocast nokia telecommunications dongguan branch entered into a letter of intent to open a nokia class in qingyuan polytechnic qingyuan city of guangdong province,neutral
the company can not give up palm oil altogether however,neutral
in the group s net sales stood at eur million and it had about employees at the end of june,neutral
marimekko operates in an industry in which changes in the business climate are reflected in consumer demand,neutral
you s debt lures schroders as ecb depresses rates,neutral
outotec is currently delivering a new oil shale processing plant for eesti energia in estonia based on enefit technology which has been developed jointly by eesti energia and outotec,neutral
the eps outlook was increased by pct for and pct for,positive
the company has some employees and an annual turnover of eur m vaahto group is listed on the nordic exchange in helsinki,neutral
dpz broke out now of his bull flag channel and make new highs but volume is very poor,positive
amzn rejected that to the penny weak open and it goes r g within first mins could have points in it https t co teaexxpe,negative
this bbby stock options trade would have more than doubled your money https t co oaloirijl via thestreet,positive
tesla model s deliveries are up in germany record deliveries in march chart https t co ycnclcbimv tsla,positive
operating profit of the asian plants grew markedly,positive
the oulu plant employs approximately people,neutral
at eet alma media s annual report for is scheduled to be published in calendar week,neutral
scopi chief business excellence officer eng,neutral
the share capital of basware corporation is,neutral
new morrisons duo get former boss s support to diffuse investor tension,positive
the order also includes start up and commissioning services,neutral
upm s deliveries increased during the third quarter by percent and the efficiency of operations improved chief executive jussi pesonen said,positive
outokumpu s chief executive juha rantanen expressed his confidence in china market,positive
mr k r vasantha has been appointed managing director of incap contract manufacturing services pvt ltd,neutral
the company is in charge of all natural gas storage activities in france great britain and germany,neutral
this solution is an extension to the existing online mediation solution delivered earlier by comptel and ibm,neutral
with the you s federal government putting a stake in the ground vendors and their customers are focused on meeting the deadline,neutral
finnish construction company yit corporation is planning to build about high quality holiday homes near the tahko ski and spa resort in finland,positive
the third order awarded to outokumpu technology is by shalkiya zinc of kazakhstan for the shalkiya zinc lead project in kazakhstan,positive
